period_id,reporting_airport,origin_destination_country,origin_destination,airline_name,scheduled_charter,number_flights_matched,number_flights_cancelled,flights_more_than_15_minutes_early_percent,flights_15_minutes_early_to_1_minute_early_percent,flights_0_to_15_minutes_late_percent,flights_between_16_and_30_minutes_late_percent,flights_between_31_and_60_minutes_late_percent,flights_between_61_and_120_minutes_late_percent,flights_between_121_and_180_minutes_late_percent,flights_between_181_and_360_minutes_late_percent,flights_more_than_360_minutes_late_percent,flights_cancelled_percent,average_delay_mins,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
123,EDINBURGH,GERMANY,HAMBURG,EASYJET UK LTD,S,18,0,16.666667,72.222222,11.111111,0,0,0,0,0,0,0,0.222222,0,0
123,EDINBURGH,GERMANY,HAMBURG,RYANAIR,S,18,0,0,22.222222,44.444444,16.666667,16.666667,0,0,0,0,0,14.444444,50,18.5
123,EDINBURGH,GERMANY,MUNICH,EASYJET UK LTD,S,20,0,5,45,35,5,10,0,0,0,0,0,7.45,66.666667,7
123,EDINBURGH,GERMANY,NIEDERRHEIN,RYANAIR,S,28,0,3.571429,60.714286,21.428571,10.714286,3.571429,0,0,0,0,0,4.678571,0,0
123,EDINBURGH,GIBRALTAR,GIBRALTAR,EASYJET UK LTD,S,4,0,0,50,50,0,0,0,0,0,0,0,0.25,75,4.5
123,EDINBURGH,GREECE,ATHENS,AEGEAN AIRLINES,S,20,0,0,15,55,20,10,0,0,0,0,0,11.35,70,11.2
123,EDINBURGH,ICELAND,KEFLAVIK,EASYJET UK LTD,S,36,0,5.555556,41.666667,27.777778,8.333333,11.111111,5.555556,0,0,0,0,13.5,71.428571,29.1
123,EDINBURGH,IRISH REPUBLIC,IRELAND WEST(KNOCK),RYANAIR,S,30,0,3.333333,36.666667,46.666667,6.666667,6.666667,0,0,0,0,0,6.366667,83.333333,6.5
123,EDINBURGH,IRISH REPUBLIC,CORK,RYANAIR,S,110,1,4.504505,30.630631,27.027027,18.018018,15.315315,3.603604,0,0,0,0.900901,15.581818,90,3.75
123,EDINBURGH,IRISH REPUBLIC,DUBLIN,AER LINGUS,S,234,1,5.531915,35.744681,32.765957,12.340426,8.085106,4.255319,0.851064,0,0,0.425532,13.012821,91.860465,4.928571
123,EDINBURGH,IRISH REPUBLIC,DUBLIN,RYANAIR,S,268,1,1.858736,45.724907,24.163569,13.754647,11.524164,1.858736,0.743494,0,0,0.371747,11.600746,93.382353,4
123,EDINBURGH,IRISH REPUBLIC,DUBLIN,UNITED AIRLINES,S,1,0,0,0,0,0,0,0,0,100,0,0,260,0,0
123,EDINBURGH,IRISH REPUBLIC,SHANNON,RYANAIR,S,32,0,9.375,31.25,28.125,6.25,12.5,6.25,6.25,0,0,0,19.71875,83.333333,9.166667
123,EDINBURGH,ITALY,BOLOGNA,RYANAIR,S,18,0,0,38.888889,27.777778,16.666667,5.555556,11.111111,0,0,0,0,15.388889,25,17.25
123,EDINBURGH,ITALY,BERGAMO,RYANAIR,S,62,0,1.612903,46.774194,35.483871,11.290323,4.83871,0,0,0,0,0,6.741935,75,9.5
123,EDINBURGH,ITALY,MILAN (MALPENSA),EASYJET EUROPE,S,22,0,18.181818,50,18.181818,9.090909,4.545455,0,0,0,0,0,5.090909,33.333333,21.166667
123,EDINBURGH,ITALY,MILAN (MALPENSA),EASYJET UK LTD,S,2,0,0,0,100,0,0,0,0,0,0,0,5,0,0
123,EDINBURGH,ITALY,NAPLES,EASYJET UK LTD,S,18,0,11.111111,44.444444,22.222222,11.111111,0,0,11.111111,0,0,0,18.277778,0,0
123,EDINBURGH,ITALY,PALERMO,RYANAIR,S,18,0,5.555556,66.666667,11.111111,5.555556,5.555556,5.555556,0,0,0,0,9,66.666667,8.166667
123,EDINBURGH,ITALY,PISA,RYANAIR,S,20,0,10,55,25,10,0,0,0,0,0,0,2.95,83.333333,4.833333
123,EDINBURGH,ITALY,ROME (CIAMPINO),RYANAIR,S,44,0,0,56.818182,40.909091,2.272727,0,0,0,0,0,0,2.022727,95.454545,1.75
123,EDINBURGH,ITALY,TURIN,JET2.COM LTD,S,10,0,0,60,20,0,20,0,0,0,0,0,10.7,50,24.8
123,EDINBURGH,ITALY,TURIN,RYANAIR,S,8,0,0,75,25,0,0,0,0,0,0,0,0.875,100,2.75
123,EDINBURGH,ITALY,TREVISO,RYANAIR,S,18,0,0,16.666667,33.333333,22.222222,11.111111,11.111111,0,5.555556,0,0,35.777778,83.333333,4.166667
123,EDINBURGH,ITALY,VENICE,EASYJET EUROPE,S,0,0,0,0,0,0,0,0,0,0,0,0,0,75,7.75
123,EDINBURGH,ITALY,VERONA VILLAFRANCA,RYANAIR,S,8,0,12.5,62.5,25,0,0,0,0,0,0,0,2.625,0,0
123,EDINBURGH,ITALY,VERONA VILLAFRANCA,TUI AIRWAYS LTD,C,8,0,0,0,37.5,0,12.5,37.5,12.5,0,0,0,63.375,0,0
123,EDINBURGH,MALTA,MALTA,RYANAIR,S,20,0,5,15,35,10,25,10,0,0,0,0,22.95,100,0
123,EDINBURGH,NETHERLANDS,AMSTERDAM,EASYJET EUROPE,S,64,0,9.375,39.0625,23.4375,9.375,14.0625,4.6875,0,0,0,0,12.125,100,0.9
123,EDINBURGH,NETHERLANDS,AMSTERDAM,EASYJET UK LTD,S,54,0,5.555556,55.555556,24.074074,7.407407,7.407407,0,0,0,0,0,5.592593,100,1.611111
123,EDINBURGH,NETHERLANDS,AMSTERDAM,KLM,S,167,0,1.197605,47.904192,38.323353,5.988024,4.191617,0.598802,1.197605,0.598802,0,0,8.922156,74.611399,10.967568
123,EDINBURGH,NETHERLANDS,EINDHOVEN,RYANAIR,S,18,0,0,44.444444,33.333333,11.111111,5.555556,5.555556,0,0,0,0,11.611111,75,14.25
123,EDINBURGH,NETHERLANDS,ROTTERDAM,TRANSAVIA,S,6,0,0,33.333333,66.666667,0,0,0,0,0,0,0,6.5,0,0
123,EDINBURGH,NORWAY,BERGEN,LOGANAIR LTD,S,4,0,0,25,50,25,0,0,0,0,0,0,9,0,0
123,EDINBURGH,NORWAY,OSLO (GARDERMOEN),NORWEGIAN AIR SHUTTLE,S,49,0,12.244898,38.77551,34.693878,4.081633,8.163265,0,2.040816,0,0,0,11.244898,62.5,11.083333
123,EDINBURGH,NORWAY,STAVANGER,LOGANAIR LTD,S,4,0,25,50,25,0,0,0,0,0,0,0,1.25,0,0
123,EDINBURGH,PORTUGAL(EXCLUDING MADEIRA),FARO,RYANAIR,S,18,0,0,66.666667,33.333333,0,0,0,0,0,0,0,1.5,100,0.444444
123,EDINBURGH,PORTUGAL(EXCLUDING MADEIRA),LISBON,EASYJET UK LTD,S,20,0,0,50,35,15,0,0,0,0,0,0,6.2,100,2.166667
123,EDINBURGH,PORTUGAL(EXCLUDING MADEIRA),LISBON,RYANAIR,S,26,0,7.692308,11.538462,26.923077,26.923077,7.692308,3.846154,0,0,15.384615,0,233.807692,75,14.45
123,EDINBURGH,PORTUGAL(EXCLUDING MADEIRA),OPORTO (PORTUGAL),RYANAIR,S,16,0,0,56.25,25,12.5,6.25,0,0,0,0,0,7.25,25,21.75
123,EDINBURGH,PORTUGAL(MADEIRA),FUNCHAL,JET2.COM LTD,S,10,0,0,50,40,0,0,10,0,0,0,0,9.3,100,0
123,EDINBURGH,SPAIN,ALICANTE,EASYJET UK LTD,S,26,0,23.076923,50,23.076923,3.846154,0,0,0,0,0,0,2.076923,0,0
123,EDINBURGH,SPAIN,ALICANTE,JET2.COM LTD,S,20,0,30,25,25,5,15,0,0,0,0,0,8.7,80,7.55
123,EDINBURGH,SPAIN,ALICANTE,RYANAIR,S,54,0,3.703704,37.037037,37.037037,7.407407,11.111111,3.703704,0,0,0,0,11.592593,87.5,6.166667
123,EDINBURGH,SPAIN,BARCELONA,RYANAIR,S,62,0,1.612903,30.645161,32.258065,27.419355,4.83871,3.225806,0,0,0,0,13.145161,92.5,3.625
123,EDINBURGH,SPAIN,BARCELONA,VUELING AIRLINES,S,18,0,11.111111,38.888889,33.333333,0,11.111111,5.555556,0,0,0,0,10.666667,91.666667,2.666667
123,EDINBURGH,SPAIN,MADRID,EASYJET UK LTD,S,42,0,14.285714,33.333333,35.714286,9.52381,7.142857,0,0,0,0,0,6.714286,100,0.875
123,EDINBURGH,SPAIN,MADRID,RYANAIR,S,26,0,0,19.230769,34.615385,23.076923,15.384615,7.692308,0,0,0,0,19.576923,90,5.25
123,EDINBURGH,SPAIN,MALAGA,JET2.COM LTD,S,4,0,25,50,25,0,0,0,0,0,0,0,1.25,0,0
123,EDINBURGH,SPAIN,MALAGA,RYANAIR,S,46,0,2.173913,30.434783,45.652174,6.521739,13.043478,2.173913,0,0,0,0,11.695652,80.769231,5.884615
123,EDINBURGH,SPAIN,SANTANDER,RYANAIR,S,18,0,5.555556,16.666667,38.888889,5.555556,16.666667,16.666667,0,0,0,0,24.833333,83.333333,4.333333
123,EDINBURGH,SPAIN,SANTIAGO DE COMPOSTELA (SPAIN),RYANAIR,S,18,0,11.111111,22.222222,50,11.111111,5.555556,0,0,0,0,0,8.277778,0,0
123,EDINBURGH,SPAIN,SEVILLE,RYANAIR,S,18,0,0,27.777778,33.333333,27.777778,11.111111,0,0,0,0,0,12.5,88.888889,6
123,EDINBURGH,SPAIN,VALENCIA,RYANAIR,S,16,0,0,75,12.5,0,0,12.5,0,0,0,0,12.8125,0,0
123,EDINBURGH,SPAIN(CANARY ISLANDS),ARRECIFE,EASYJET UK LTD,S,16,0,6.25,50,31.25,6.25,6.25,0,0,0,0,0,4.4375,100,0
123,EDINBURGH,SPAIN(CANARY ISLANDS),ARRECIFE,JET2.COM LTD,S,38,0,7.894737,52.631579,28.947368,10.526316,0,0,0,0,0,0,3.842105,89.473684,16.447368
123,EDINBURGH,SPAIN(CANARY ISLANDS),ARRECIFE,RYANAIR,S,36,0,13.888889,33.333333,27.777778,16.666667,2.777778,2.777778,0,2.777778,0,0,14.944444,85,6.65
123,EDINBURGH,SPAIN(CANARY ISLANDS),FUERTEVENTURA,EASYJET UK LTD,S,28,0,14.285714,46.428571,35.714286,3.571429,0,0,0,0,0,0,2.107143,83.333333,5.166667
123,EDINBURGH,SPAIN(CANARY ISLANDS),FUERTEVENTURA,JET2.COM LTD,S,16,0,0,37.5,31.25,12.5,12.5,6.25,0,0,0,0,14.125,83.333333,4.555556
123,EDINBURGH,SPAIN(CANARY ISLANDS),FUERTEVENTURA,RYANAIR,S,30,0,10,46.666667,20,10,13.333333,0,0,0,0,0,8.9,83.333333,5.666667
123,EDINBURGH,SPAIN(CANARY ISLANDS),LAS PALMAS,JET2.COM LTD,S,20,0,0,30,45,15,5,5,0,0,0,0,11.25,80,4.75
123,EDINBURGH,SPAIN(CANARY ISLANDS),LAS PALMAS,RYANAIR,S,20,0,0,50,35,10,5,0,0,0,0,0,5.8,100,0.666667
123,EDINBURGH,SPAIN(CANARY ISLANDS),TENERIFE (SURREINA SOFIA),EASYJET UK LTD,S,26,0,19.230769,38.461538,34.615385,7.692308,0,0,0,0,0,0,4.461538,100,0.12
123,EDINBURGH,SPAIN(CANARY ISLANDS),TENERIFE (SURREINA SOFIA),JET2.COM LTD,S,52,0,5.769231,44.230769,38.461538,7.692308,3.846154,0,0,0,0,0,5.173077,88.372093,6.27907
123,EDINBURGH,SPAIN(CANARY ISLANDS),TENERIFE (SURREINA SOFIA),RYANAIR,S,53,1,3.703704,37.037037,31.481481,9.259259,11.111111,5.555556,0,0,0,1.851852,13.566038,88.461538,5.769231
123,EDINBURGH,SPAIN(CANARY ISLANDS),TENERIFE (SURREINA SOFIA),TUI AIRWAYS LTD,C,7,0,14.285714,28.571429,28.571429,0,28.571429,0,0,0,0,0,15.428571,87.5,4.5
123,EDINBURGH,SWEDEN,GOTEBORG (LANDVETTER),RYANAIR,S,18,0,5.555556,16.666667,27.777778,27.777778,22.222222,0,0,0,0,0,15.833333,50,34.5
123,EDINBURGH,SWEDEN,STOCKHOLM (ARLANDA),NORWEGIAN AIR INTERNATIONAL,S,4,0,0,0,25,25,50,0,0,0,0,0,33.25,66.666667,7.666667
123,EDINBURGH,SWEDEN,STOCKHOLM (ARLANDA),SAS,S,18,0,5.555556,44.444444,27.777778,11.111111,11.111111,0,0,0,0,0,8.888889,33.333333,14.666667
123,EDINBURGH,SWITZERLAND,BALE MULHOUSE,EASYJET SWITZERLAND,S,22,0,0,27.272727,45.454545,22.727273,4.545455,0,0,0,0,0,10.272727,62.5,11.75
123,EDINBURGH,SWITZERLAND,GENEVA,EASYJET UK LTD,S,126,0,3.968254,46.825397,30.952381,9.52381,6.349206,2.380952,0,0,0,0,8.396825,87.209302,5.895349
123,EDINBURGH,SWITZERLAND,GENEVA,JET2.COM LTD,S,18,0,0,27.777778,55.555556,5.555556,11.111111,0,0,0,0,0,10.833333,80,6.947368
123,EDINBURGH,SWITZERLAND,ZURICH,EDELWEISS AIR,S,13,5,0,5.555556,27.777778,27.777778,5.555556,0,0,0,5.555556,27.777778,41.692308,50,16.5
123,EDINBURGH,TURKEY,ANTALYA,JET2.COM LTD,S,8,0,25,37.5,25,12.5,0,0,0,0,0,0,3.75,100,6.5
123,EDINBURGH,TURKEY,ANTALYA,SUNEXPRESS,S,2,0,0,0,100,0,0,0,0,0,0,0,9,0,0
123,EDINBURGH,TURKEY,ISTANBUL,THY TURKISH AIRLINES,S,62,0,8.064516,35.483871,27.419355,16.129032,9.677419,3.225806,0,0,0,0,11.290323,62.162162,13.942857
123,EXETER,UNITED KINGDOM,BELFAST CITY (GEORGE BEST),BA CITYFLYER LTD,S,0,0,0,0,0,0,0,0,0,0,0,0,0,92.307692,7.576923
123,EXETER,UNITED KINGDOM,BELFAST CITY (GEORGE BEST),EMERALD AIRLINES (IRELAND) LIMITED,S,34,0,33.333333,50,8.333333,2.777778,0,0,0,0,0,0,1.058824,0,0
123,EXETER,UNITED KINGDOM,BRISTOL,AURIGNY AIR SERVICES,S,13,0,0,14.285714,7.142857,42.857143,21.428571,7.142857,0,0,0,0,28.692308,0,0
123,EXETER,UNITED KINGDOM,EDINBURGH,LOGANAIR LTD,S,36,0,5.555556,33.333333,27.777778,11.111111,11.111111,0,2.777778,8.333333,0,0,33.611111,96.774194,1.225806
123,EXETER,UNITED KINGDOM,GLASGOW,LOGANAIR LTD,C,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5.5
123,EXETER,UNITED KINGDOM,GLASGOW,LOGANAIR LTD,S,18,0,16.666667,50,11.111111,11.111111,11.111111,0,0,0,0,0,9.277778,63.636364,28.181818
123,EXETER,UNITED KINGDOM,GUERNSEY,AURIGNY AIR SERVICES,S,20,0,0,18.181818,31.818182,22.727273,13.636364,4.545455,0,0,0,0,17.45,91.666667,7.958333
123,EXETER,UNITED KINGDOM,JERSEY,BLUE ISLANDS LIMITED,S,39,0,2.564103,51.282051,25.641026,2.564103,7.692308,10.25641,0,0,0,0,12.128205,93.478261,4.608696
123,EXETER,UNITED KINGDOM,GATWICK,EASTERN AIRWAYS,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,EXETER,UNITED KINGDOM,MANCHESTER,BLUE ISLANDS LIMITED,S,0,0,0,0,0,0,0,0,0,0,0,0,0,94.444444,2
123,EXETER,UNITED KINGDOM,NEWCASTLE,LOGANAIR LTD,S,25,0,4,68,20,0,8,0,0,0,0,0,3.96,91.176471,5.764706
123,EXETER,UNITED KINGDOM,NORWICH,EASTERN AIRWAYS,C,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0
123,EXETER,UNITED KINGDOM,NORWICH,LOGANAIR LTD,S,0,0,0,0,0,0,0,0,0,0,0,0,0,50,16
123,EXETER,FINLAND,ENONTEKIO,ENTER AIR,C,2,0,0,0,50,0,0,0,0,50,0,0,114,0,18
123,EXETER,FRANCE,CHAMBERY,TUI AIRWAYS LTD,C,8,0,0,12.5,25,25,12.5,0,12.5,12.5,0,0,54.625,100,10
123,EXETER,FRANCE,LYON,TUI AIRWAYS LTD,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
123,EXETER,FRANCE,MONTPELLIER,LOGANAIR LTD,C,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1
123,EXETER,FRANCE,TOULOUSE (BLAGNAC),ZIMEX AVIATION,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,EXETER,IRISH REPUBLIC,DUBLIN,EMERALD AIRLINES (IRELAND) LIMITED,S,37,0,13.157895,47.368421,21.052632,7.894737,2.631579,0,0,5.263158,0,0,15.27027,0,0
123,EXETER,SPAIN,ALICANTE,RYANAIR,S,10,0,20,30,40,10,0,0,0,0,0,0,4.2,100,0.25
123,EXETER,SPAIN,MALAGA,RYANAIR,S,8,0,0,12.5,25,37.5,0,25,0,0,0,0,34.75,75,9
123,EXETER,SPAIN(CANARY ISLANDS),ARRECIFE,TUI AIRWAYS LTD,C,11,0,18.181818,27.272727,27.272727,9.090909,0,9.090909,9.090909,0,0,0,28.090909,88.888889,2.944444
123,EXETER,SPAIN(CANARY ISLANDS),LAS PALMAS,TUI AIRWAYS LTD,C,10,0,10,30,40,10,0,10,0,0,0,0,12.2,100,0
123,EXETER,SPAIN(CANARY ISLANDS),TENERIFE (SURREINA SOFIA),TUI AIRWAYS LTD,C,19,0,15.789474,57.894737,21.052632,5.263158,0,0,0,0,0,0,2.263158,100,1.1875
123,GLASGOW,CANADA,TORONTO,AIR TRANSAT,S,12,0,0,25,41.666667,25,8.333333,0,0,0,0,0,12.5,100,2.333333
123,GLASGOW,BARBADOS,BRIDGETOWN,TUI AIRWAYS LTD,C,3,0,0,0,0,0,66.666667,0,0,33.333333,0,0,106.333333,50,47.5
123,GLASGOW,JAMAICA,MONTEGO BAY,TUI AIRWAYS LTD,C,2,0,0,0,0,50,0,50,0,0,0,0,53.5,0,0
123,GLASGOW,CZECH REPUBLIC,PRAGUE,JET2.COM LTD,S,18,0,5.555556,50,33.333333,11.111111,0,0,0,0,0,0,4.388889,0,0
123,GLASGOW,POLAND,KRAKOW,JET2.COM LTD,S,0,0,0,0,0,0,0,0,0,0,0,0,0,50,76.75
123,GLASGOW,POLAND,KRAKOW,RYANAIR,S,18,0,11.111111,33.333333,27.777778,16.666667,11.111111,0,0,0,0,0,9.888889,66.666667,27.166667
123,GLASGOW,POLAND,WARSAW (CHOPIN),WIZZ AIR,S,1,0,0,0,100,0,0,0,0,0,0,0,5,0,0
123,GLASGOW,POLAND,WROCLAW,RYANAIR,S,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2.25
123,GLASGOW,UNITED ARAB EMIRATES,DUBAI,EMIRATES,S,62,0,4.83871,27.419355,45.16129,12.903226,9.677419,0,0,0,0,0,9.387097,79.032258,8.274194
123,GLASGOW,EGYPT,SHARM EL SHEIKH (OPHIRA),TUI AIRWAYS LTD,S,6,0,16.666667,33.333333,50,0,0,0,0,0,0,0,4.5,0,0
123,GLASGOW,MOROCCO,AGADIR (AL MASSIRA),EASYJET UK LTD,S,18,0,5.555556,50,38.888889,5.555556,0,0,0,0,0,0,3.055556,0,0
123,GLASGOW,UNITED KINGDOM,ABERDEEN,EASYJET UK LTD,S,0,0,0,0,0,0,0,0,0,0,0,0,0,50,12
123,GLASGOW,UNITED KINGDOM,ABERDEEN,LOGANAIR LTD,C,1,0,0,0,0,100,0,0,0,0,0,0,22,0,0
123,GLASGOW,UNITED KINGDOM,BARRA,LOGANAIR LTD,S,66,30,0,19.791667,25,12.5,7.291667,4.166667,0,0,0,31.25,15.636364,58.585859,14.987342
123,GLASGOW,UNITED KINGDOM,BELFAST CITY (GEORGE BEST),AER LINGUS,S,116,0,3.448276,39.655172,49.137931,3.448276,2.586207,0.862069,0.862069,0,0,0,6.724138,0,0
123,GLASGOW,UNITED KINGDOM,BELFAST CITY (GEORGE BEST),BA CITYFLYER LTD,S,0,0,0,0,0,0,0,0,0,0,0,0,0,91.176471,5.647059
123,GLASGOW,UNITED KINGDOM,BELFAST CITY (GEORGE BEST),EASYJET UK LTD,S,26,0,19.230769,65.384615,7.692308,0,7.692308,0,0,0,0,0,3.153846,0,0
123,GLASGOW,UNITED KINGDOM,BELFAST INTERNATIONAL,EASYJET UK LTD,S,154,0,6.493506,64.935065,18.181818,6.493506,1.298701,1.948052,0,0.649351,0,0,5.603896,96.153846,1.869231
123,GLASGOW,UNITED KINGDOM,BENBECULA,LOGANAIR LTD,S,78,3,6.17284,41.975309,23.45679,2.469136,2.469136,4.938272,6.17284,8.641975,0,3.703704,39.179487,80,16.052632
123,GLASGOW,UNITED KINGDOM,BIRMINGHAM,EASYJET UK LTD,S,102,0,24.509804,52.941176,11.764706,2.941176,1.960784,5.882353,0,0,0,0,7.27451,100,0.255814
123,GLASGOW,UNITED KINGDOM,BIRMINGHAM,FLYBE LTD,S,92,4,9.375,66.666667,13.541667,0,3.125,1.041667,2.083333,0,0,4.166667,6.978261,0,0
123,GLASGOW,UNITED KINGDOM,BRISTOL,EASYJET UK LTD,S,124,0,6.451613,60.483871,15.322581,6.451613,6.451613,3.225806,1.612903,0,0,0,9.879032,90.540541,3.02027
123,GLASGOW,UNITED KINGDOM,CAMPBELTOWN,LOGANAIR LTD,S,57,20,10.38961,22.077922,25.974026,7.792208,6.493506,0,0,1.298701,0,25.974026,11.508772,81.818182,11.474576
123,GLASGOW,UNITED KINGDOM,CARDIFF WALES,BLUE ISLANDS LIMITED,C,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3
123,GLASGOW,UNITED KINGDOM,CARDIFF WALES,LOGANAIR LTD,C,2,0,0,100,0,0,0,0,0,0,0,0,0,0,0
123,GLASGOW,UNITED KINGDOM,EDINBURGH,LOGANAIR LTD,S,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
123,GLASGOW,UNITED KINGDOM,EXETER,LOGANAIR LTD,C,0,0,0,0,0,0,0,0,0,0,0,0,0,50,9
123,GLASGOW,UNITED KINGDOM,EXETER,LOGANAIR LTD,S,18,0,0,66.666667,11.111111,5.555556,16.666667,0,0,0,0,0,9.388889,60,31
123,GLASGOW,UNITED KINGDOM,ISLAY,LOGANAIR LTD,S,87,16,10.679612,29.126214,24.271845,10.679612,3.883495,0.970874,4.854369,0,0,15.533981,16.011494,72.413793,20.151899
123,GLASGOW,UNITED KINGDOM,JERSEY,EASYJET UK LTD,S,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.555556
123,GLASGOW,UNITED KINGDOM,KIRKWALL,LOGANAIR LTD,S,56,4,10,35,23.333333,6.666667,5,8.333333,3.333333,1.666667,0,6.666667,22.767857,87.5,5.916667
123,GLASGOW,UNITED KINGDOM,GATWICK,BRITISH AIRWAYS PLC,S,62,0,14.516129,62.903226,17.741935,3.225806,1.612903,0,0,0,0,0,1.951613,84.375,11.125
123,GLASGOW,UNITED KINGDOM,GATWICK,EASYJET UK LTD,S,156,0,7.692308,55.769231,19.871795,8.974359,6.410256,1.282051,0,0,0,0,7.224359,98.717949,0.621795
123,GLASGOW,UNITED KINGDOM,HEATHROW,BRITISH AIRWAYS PLC,S,464,8,1.271186,35.805085,34.322034,13.983051,8.898305,3.389831,0,0.635593,0,1.694915,13.760776,87.338501,5.702073
123,GLASGOW,UNITED KINGDOM,LONDON CITY,BA CITYFLYER LTD,S,211,0,6.635071,64.454976,20.853081,5.21327,1.895735,0.947867,0,0,0,0,3.838863,96.666667,1.5
123,GLASGOW,UNITED KINGDOM,LONDON CITY,BRITISH AIRWAYS PLC,S,0,5,0,0,0,0,0,0,0,0,0,100,0,0,0
123,GLASGOW,UNITED KINGDOM,LUTON,EASYJET UK LTD,S,92,0,9.782609,54.347826,20.652174,7.608696,1.086957,6.521739,0,0,0,0,9.173913,91.25,3.15
123,GLASGOW,UNITED KINGDOM,STANSTED,EASYJET UK LTD,S,92,0,2.173913,56.521739,23.913043,7.608696,3.26087,5.434783,1.086957,0,0,0,10.184783,87.755102,5.346939
123,GLASGOW,UNITED KINGDOM,CITY OF DERRY (EGLINTON),LOGANAIR LTD,S,46,0,19.565217,52.173913,15.217391,0,2.173913,6.521739,4.347826,0,0,0,14.326087,97.368421,1.526316
123,GLASGOW,UNITED KINGDOM,NEWCASTLE,TUI AIRWAYS LTD,C,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
123,GLASGOW,UNITED KINGDOM,SUMBURGH,LOGANAIR LTD,S,57,1,10.344828,22.413793,39.655172,6.896552,6.896552,10.344828,0,0,1.724138,1.724138,27.45614,75.510204,16.895833
123,GLASGOW,UNITED KINGDOM,SOUTHAMPTON,LOGANAIR LTD,S,143,1,9.027778,49.305556,28.472222,7.638889,2.777778,1.388889,0,0.694444,0,0.694444,6.839161,74.157303,15.595238
123,GLASGOW,UNITED KINGDOM,STORNOWAY,LOGANAIR LTD,S,138,2,7.857143,49.285714,22.857143,4.285714,5,5,2.857143,0,1.428571,1.428571,18.92029,86.607143,8.381818
123,GLASGOW,UNITED KINGDOM,TIREE,LOGANAIR LTD,S,73,30,2.912621,22.330097,27.184466,9.708738,5.825243,2.912621,0,0,0,29.126214,13.150685,62.025316,17.253968
123,GLASGOW,USA,NEW YORK (NEWARK),UNITED AIRLINES,S,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0
123,GLASGOW,AUSTRIA,SALZBURG,TUI AIRWAYS LTD,C,8,0,0,12.5,25,37.5,12.5,0,0,12.5,0,0,44.375,77.777778,10.555556
123,GLASGOW,BELGIUM,CHARLEROI,RYANAIR,S,18,0,5.555556,44.444444,27.777778,5.555556,16.666667,0,0,0,0,0,8.5,0,0
123,GLASGOW,FRANCE,CHAMBERY,TUI AIRWAYS LTD,C,8,0,0,0,12.5,12.5,12.5,37.5,25,0,0,0,74.625,100,0
123,GLASGOW,FRANCE,LYON,TUI AIRWAYS LTD,C,0,0,0,0,0,0,0,0,0,0,0,0,0,100,7
123,GLASGOW,FRANCE,PARIS (CHARLES DE GAULLE),EASYJET UK LTD,S,36,0,0,36.111111,30.555556,8.333333,11.111111,13.888889,0,0,0,0,19.638889,100,0.5
123,GLASGOW,FRANCE,PARIS (ORLY),VUELING AIRLINES,S,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.0625
123,GLASGOW,FRANCE,PERPIGNAN,LOGANAIR LTD,C,2,0,50,50,0,0,0,0,0,0,0,0,0,0,0
123,GLASGOW,GERMANY,BERLIN BRANDENBURG,EASYJET UK LTD,S,20,0,10,50,20,0,10,0,0,10,0,0,27,0,0
123,GLASGOW,GERMANY,FRANKFURT MAIN,LUFTHANSA,S,81,1,1.219512,42.682927,36.585366,13.414634,2.439024,2.439024,0,0,0,1.219512,8.432099,85.714286,10.125
123,GLASGOW,ICELAND,KEFLAVIK,ICELANDAIR,S,38,4,19.047619,45.238095,19.047619,0,4.761905,0,2.380952,0,0,9.52381,6.947368,0,0
123,GLASGOW,IRISH REPUBLIC,DUBLIN,AER LINGUS,S,207,0,14.975845,43.478261,24.637681,9.661836,4.830918,1.449275,0.966184,0,0,0,7.545894,90.47619,4.904762
123,GLASGOW,IRISH REPUBLIC,DUBLIN,RYANAIR,S,182,0,2.747253,41.758242,31.868132,9.89011,10.43956,2.197802,0.549451,0.549451,0,0,13,94.642857,2.214286
123,GLASGOW,IRISH REPUBLIC,SHANNON,LOGANAIR LTD,C,0,0,0,0,0,0,0,0,0,0,0,0,0,50,15.5
123,GLASGOW,ITALY,ROME (FIUMICINO),JET2.COM LTD,S,18,0,5.555556,44.444444,38.888889,11.111111,0,0,0,0,0,0,4.388889,0,0
123,GLASGOW,ITALY,TURIN,TUI AIRWAYS LTD,C,10,0,0,10,30,10,20,30,0,0,0,0,39.9,60,23.9
123,GLASGOW,NETHERLANDS,AMSTERDAM,EASYJET UK LTD,S,38,0,5.263158,31.578947,31.578947,13.157895,10.526316,5.263158,2.631579,0,0,0,19.236842,50,25.25
