period_id,reporting_airport,origin_destination_country,origin_destination,airline_name,scheduled_charter,number_flights_matched,number_flights_cancelled,flights_more_than_15_minutes_early_percent,flights_15_minutes_early_to_1_minute_early_percent,flights_0_to_15_minutes_late_percent,flights_between_16_and_30_minutes_late_percent,flights_between_31_and_60_minutes_late_percent,flights_between_61_and_120_minutes_late_percent,flights_between_121_and_180_minutes_late_percent,flights_between_181_and_360_minutes_late_percent,flights_more_than_360_minutes_late_percent,flights_cancelled_percent,average_delay_mins,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
123,GATWICK,FRANCE,LYON,TUI AIRWAYS LTD,C,0,0,0,0,0,0,0,0,0,0,0,0,0,40,26.6
123,GATWICK,FRANCE,LYON,WIZZ AIR UK LTD,S,26,0,0,15.384615,34.615385,23.076923,15.384615,3.846154,0,3.846154,3.846154,0,39.5,0,0
123,GATWICK,FRANCE,MARSEILLE,EASYJET UK LTD,S,34,0,0,47.058824,38.235294,11.764706,2.941176,0,0,0,0,0,6.941176,87.5,5.375
123,GATWICK,FRANCE,MONTPELLIER,EASYJET UK LTD,S,44,0,11.363636,34.090909,38.636364,4.545455,9.090909,2.272727,0,0,0,0,7.886364,75,41.5
123,GATWICK,FRANCE,NANTES,EASYJET UK LTD,S,50,0,2,40,42,14,2,0,0,0,0,0,6.96,92.307692,2.461538
123,GATWICK,FRANCE,NICE,BRITISH AIRWAYS PLC,C,0,1,0,0,0,0,0,0,0,0,0,100,0,100,0
123,GATWICK,FRANCE,NICE,BRITISH AIRWAYS PLC,S,34,0,23.529412,38.235294,23.529412,5.882353,2.941176,0,0,0,5.882353,0,54.852941,0,0
123,GATWICK,FRANCE,NICE,EASYJET UK LTD,S,88,0,11.363636,53.409091,27.272727,5.681818,2.272727,0,0,0,0,0,3.181818,93.333333,3.666667
123,GATWICK,FRANCE,PARIS (CHARLES DE GAULLE),EASYJET UK LTD,S,164,1,9.69697,38.181818,35.757576,9.090909,3.636364,1.818182,1.212121,0,0,0.606061,9.646341,95,1.875
123,GATWICK,FRANCE,PARIS (ORLY),VUELING AIRLINES,S,96,4,2,33,38,17,6,0,0,0,0,4,8.041667,66.666667,7.666667
123,GATWICK,FRANCE,RENNES,EASYJET UK LTD,S,18,0,22.222222,55.555556,22.222222,0,0,0,0,0,0,0,0.722222,0,0
123,GATWICK,FRANCE,TOULOUSE (BLAGNAC),EASYJET UK LTD,S,44,0,2.272727,47.727273,36.363636,9.090909,4.545455,0,0,0,0,0,4.840909,100,1.083333
123,GATWICK,FRANCE,TOULOUSE (BLAGNAC),JET2.COM LTD,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
123,GATWICK,FRANCE,TOULOUSE (BLAGNAC),TITAN AIRWAYS LTD,C,7,0,0,85.714286,14.285714,0,0,0,0,0,0,0,0,0,0
123,GATWICK,FRANCE,TOULOUSE (BLAGNAC),TUI AIRWAYS LTD,C,20,0,0,40,45,5,10,0,0,0,0,0,6.35,50,16
123,GATWICK,GERMANY,BERLIN BRANDENBURG,EASYJET EUROPE,S,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0
123,GATWICK,GERMANY,BERLIN BRANDENBURG,EASYJET UK LTD,S,106,1,15.88785,32.71028,24.299065,15.88785,7.476636,2.803738,0,0,0,0.934579,10.198113,94.117647,10.647059
123,GATWICK,GERMANY,COLOGNE BONN,LEAV AVIATION GMBH,C,2,0,0,50,50,0,0,0,0,0,0,0,2,0,0
123,GATWICK,GERMANY,DUSSELDORF,EUROWINGS LUFTVERKEHRS,C,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
123,GATWICK,GERMANY,FRIEDRICHSHAFEN,EASYJET UK LTD,S,8,0,0,0,37.5,50,12.5,0,0,0,0,0,24.125,100,0.75
123,GATWICK,GERMANY,HAMBURG,EASYJET UK LTD,S,38,0,0,44.736842,36.842105,13.157895,5.263158,0,0,0,0,0,6.710526,87.5,2.875
123,GATWICK,GERMANY,HAMBURG,EUROWINGS LUFTVERKEHRS,C,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1
123,GATWICK,GERMANY,HAMBURG,TITAN AIRWAYS LTD,C,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
123,GATWICK,GERMANY,MUNICH,EASYJET UK LTD,S,94,0,9.574468,46.808511,35.106383,3.191489,2.12766,2.12766,1.06383,0,0,0,6.446809,100,1.857143
123,GATWICK,GERMANY,MUNICH,TITAN AIRWAYS LTD,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
123,GATWICK,GIBRALTAR,GIBRALTAR,EASYJET UK LTD,S,41,1,19.047619,52.380952,14.285714,4.761905,4.761905,2.380952,0,0,0,2.380952,6.365854,90,13.875
123,GATWICK,GREECE,ATHENS,AEGEAN AIRLINES,S,12,0,33.333333,33.333333,33.333333,0,0,0,0,0,0,0,0.583333,0,0
123,GATWICK,GREECE,ATHENS,EASYJET UK LTD,S,67,0,5.970149,35.820896,44.776119,10.447761,1.492537,1.492537,0,0,0,0,6.820896,97.058824,2.205882
123,GATWICK,GREECE,ATHENS,RYANAIR,S,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0
123,GATWICK,GREECE,ATHENS,WIZZ AIR,S,0,0,0,0,0,0,0,0,0,0,0,0,0,72.222222,9.722222
123,GATWICK,GREECE,ATHENS,WIZZ AIR UK LTD,S,48,0,16.666667,22.916667,45.833333,14.583333,0,0,0,0,0,0,6.041667,0,0
123,GATWICK,GREECE,SALONIKA,EASYJET UK LTD,S,28,0,10.714286,57.142857,28.571429,0,0,3.571429,0,0,0,0,5.25,100,1.5
123,GATWICK,ICELAND,KEFLAVIK,EASYJET UK LTD,S,68,3,5.633803,25.352113,49.295775,8.450704,4.225352,0,0,0,2.816901,4.225352,18.176471,94.736842,2.894737
123,GATWICK,ICELAND,KEFLAVIK,ICELANDAIR,S,56,6,14.516129,43.548387,16.129032,11.290323,3.225806,0,1.612903,0,0,9.677419,7.642857,0,0
123,GATWICK,ICELAND,KEFLAVIK,TUI AIRWAYS LTD,C,18,0,0,22.222222,38.888889,22.222222,5.555556,0,0,0,11.111111,0,65.777778,44.444444,40.888889
123,GATWICK,IRISH REPUBLIC,IRELAND WEST(KNOCK),AER LINGUS,S,16,0,6.25,18.75,37.5,6.25,31.25,0,0,0,0,0,15.4375,100,0
123,GATWICK,IRISH REPUBLIC,CORK,RYANAIR,S,62,0,12.903226,33.870968,33.870968,4.83871,11.290323,3.225806,0,0,0,0,10.467742,81.578947,7.526316
123,GATWICK,IRISH REPUBLIC,DUBLIN,AER LINGUS,S,276,0,14.130435,52.536232,23.913043,5.072464,3.623188,0.724638,0,0,0,0,4.416667,94.573643,1.8125
123,GATWICK,IRISH REPUBLIC,DUBLIN,NETJETS TRANSPORTES AEREOS,C,0,0,0,0,0,0,0,0,0,0,0,0,0,100,6
123,GATWICK,IRISH REPUBLIC,DUBLIN,RYANAIR,S,484,0,4.752066,34.297521,33.471074,15.082645,10.53719,1.446281,0.413223,0,0,0,11.621901,94.117647,2.987421
123,GATWICK,IRISH REPUBLIC,SHANNON,RYANAIR,S,62,0,4.83871,45.16129,35.483871,9.677419,1.612903,3.225806,0,0,0,0,7.241935,97.727273,1.954545
123,GATWICK,ITALY,BARI (PALESE),WIZZ AIR,S,20,0,5,40,50,5,0,0,0,0,0,0,4.75,0,0
123,GATWICK,ITALY,CATANIA (FONTANAROSSA),EASYJET UK LTD,S,24,0,0,25,54.166667,12.5,8.333333,0,0,0,0,0,9.208333,83.333333,22.055556
123,GATWICK,ITALY,CATANIA (FONTANAROSSA),WIZZ AIR UK LTD,S,20,0,0,15,50,20,15,0,0,0,0,0,13.9,0,0
123,GATWICK,ITALY,FLORENCE,VUELING AIRLINES,S,96,0,10.416667,50,31.25,6.25,1.041667,0,1.041667,0,0,0,5.34375,82.142857,14.035714
123,GATWICK,ITALY,BERGAMO,EASYJET UK LTD,S,24,0,12.5,50,25,4.166667,8.333333,0,0,0,0,0,6.041667,75,14.375
123,GATWICK,ITALY,MILAN (LINATE),EASYJET UK LTD,S,16,0,0,31.25,56.25,12.5,0,0,0,0,0,0,6.375,92.982456,6.77193
123,GATWICK,ITALY,MILAN (MALPENSA),EASYJET EUROPE,S,0,2,0,0,0,0,0,0,0,0,0,100,0,0,0
123,GATWICK,ITALY,MILAN (MALPENSA),EASYJET UK LTD,S,216,0,4.62963,38.888889,34.259259,12.962963,6.944444,2.314815,0,0,0,0,9.717593,80.681818,12.170455
123,GATWICK,ITALY,MILAN (MALPENSA),WIZZ AIR,S,114,0,1.754386,28.947368,29.824561,9.649123,9.649123,11.403509,7.894737,0.877193,0,0,31.122807,0,0
123,GATWICK,ITALY,NAPLES,EASYJET UK LTD,S,80,0,17.5,46.25,27.5,6.25,1.25,1.25,0,0,0,0,4.5125,92.857143,7.285714
123,GATWICK,ITALY,NAPLES,WIZZ AIR,S,36,0,11.111111,36.111111,38.888889,2.777778,5.555556,5.555556,0,0,0,0,11.666667,0,0
123,GATWICK,ITALY,PISA,EASYJET UK LTD,S,30,0,6.666667,26.666667,23.333333,40,3.333333,0,0,0,0,0,11.333333,93.75,2.9375
123,GATWICK,ITALY,ROME (FIUMICINO),EASYJET UK LTD,S,108,0,10.185185,55.555556,25.925926,2.777778,1.851852,3.703704,0,0,0,0,6.166667,96.428571,2.464286
123,GATWICK,ITALY,ROME (FIUMICINO),VUELING AIRLINES,S,138,0,8.695652,51.449275,26.086957,6.521739,2.898551,1.449275,2.173913,0.724638,0,0,10.355072,84.615385,5.5
123,GATWICK,ITALY,ROME (FIUMICINO),WIZZ AIR,S,80,0,7.5,37.5,41.25,5,6.25,2.5,0,0,0,0,8.0625,0,0
123,GATWICK,ITALY,TURIN,BA EUROFLYER LTD DBA BRITISH AIRWAYS,S,4,0,0,25,25,0,50,0,0,0,0,0,22.75,0,0
123,GATWICK,ITALY,TURIN,BRITISH AIRWAYS PLC,S,156,2,19.620253,49.367089,24.050633,1.898734,2.531646,0.632911,0,0.632911,0,1.265823,4.096154,0,0
123,GATWICK,ITALY,TURIN,EASYJET UK LTD,S,66,0,12.121212,63.636364,19.69697,1.515152,1.515152,1.515152,0,0,0,0,3.242424,85,5.9
123,GATWICK,ITALY,TURIN,JET2.COM LTD,C,10,0,0,50,30,0,20,0,0,0,0,0,10.9,40,47.2
123,GATWICK,ITALY,TURIN,TUI AIRWAYS LTD,C,20,0,10,35,30,15,5,5,0,0,0,0,9.75,60,14.85
123,GATWICK,ITALY,VENICE,EASYJET UK LTD,S,66,1,13.432836,43.283582,28.358209,7.462687,4.477612,0,1.492537,0,0,1.492537,7.454545,86.666667,6.2
123,GATWICK,ITALY,VENICE,ENTER AIR,C,2,0,0,50,50,0,0,0,0,0,0,0,2.5,0,0
123,GATWICK,ITALY,VENICE,WIZZ AIR,S,38,0,21.052632,52.631579,15.789474,0,10.526316,0,0,0,0,0,5.789474,0,0
123,GATWICK,ITALY,VERONA VILLAFRANCA,BRITISH AIRWAYS PLC,S,42,0,11.904762,57.142857,21.428571,4.761905,0,2.380952,0,0,2.380952,0,14.404762,0,0
123,GATWICK,ITALY,VERONA VILLAFRANCA,EASYJET UK LTD,S,24,2,3.846154,53.846154,15.384615,11.538462,7.692308,0,0,0,0,7.692308,6.833333,83.333333,7.444444
123,GATWICK,ITALY,VERONA VILLAFRANCA,TUI AIRWAYS LTD,C,8,0,12.5,25,50,12.5,0,0,0,0,0,0,6.125,80,8.8
123,GATWICK,ITALY,VERONA VILLAFRANCA,WIZZ AIR UK LTD,S,26,0,0,30.769231,34.615385,23.076923,7.692308,3.846154,0,0,0,0,14.576923,0,0
123,GATWICK,MALTA,MALTA,AIR MALTA,S,40,2,2.380952,21.428571,45.238095,14.285714,7.142857,4.761905,0,0,0,4.761905,12.975,66.666667,1.833333
123,GATWICK,MALTA,MALTA,BRITISH AIRWAYS PLC,S,22,0,18.181818,40.909091,22.727273,9.090909,9.090909,0,0,0,0,0,7.818182,0,0
123,GATWICK,MALTA,MALTA,EASYJET UK LTD,S,44,0,11.363636,45.454545,31.818182,9.090909,2.272727,0,0,0,0,0,5.113636,100,1.166667
123,GATWICK,MALTA,MALTA,WIZZ AIR,S,0,0,0,0,0,0,0,0,0,0,0,0,0,70,10.5
123,GATWICK,NETHERLANDS,AMSTERDAM,BA EUROFLYER LTD DBA BRITISH AIRWAYS,S,10,0,20,40,30,10,0,0,0,0,0,0,4.4,0,0
123,GATWICK,NETHERLANDS,AMSTERDAM,BRITISH AIRWAYS PLC,S,142,4,9.589041,44.520548,28.767123,9.589041,4.109589,0.684932,0,0,0,2.739726,6.21831,0,0
123,GATWICK,NETHERLANDS,AMSTERDAM,EASYJET UK LTD,S,282,0,7.801418,54.609929,29.078014,4.255319,3.191489,1.06383,0,0,0,0,4.737589,90,5.581818
123,GATWICK,NETHERLANDS,AMSTERDAM,KLM CITYHOPPER,S,1,0,0,0,100,0,0,0,0,0,0,0,1,0,0
123,GATWICK,NORWAY,BERGEN,NORWEGIAN AIR SHUTTLE,S,76,0,5.263158,51.315789,21.052632,10.526316,9.210526,2.631579,0,0,0,0,8.973684,92.307692,4.442308
123,GATWICK,NORWAY,BERGEN,TITAN AIRWAYS LTD,C,1,0,0,0,0,0,100,0,0,0,0,0,31,0,0
123,GATWICK,NORWAY,OSLO (GARDERMOEN),NORSE ATLANTIC AIRWAYS AS,S,62,0,8.064516,35.483871,17.741935,14.516129,9.677419,11.290323,3.225806,0,0,0,22.016129,0,0
123,GATWICK,NORWAY,OSLO (GARDERMOEN),NORWEGIAN AIR SHUTTLE,S,184,0,24.456522,43.478261,17.391304,7.608696,7.065217,0,0,0,0,0,5.586957,88.043478,5.641304
123,GATWICK,NORWAY,STAVANGER,NORWEGIAN AIR SHUTTLE,S,46,0,13.043478,47.826087,28.26087,8.695652,2.173913,0,0,0,0,0,4.804348,100,0.833333
123,GATWICK,NORWAY,TROMSOE,NORWEGIAN AIR SHUTTLE,S,18,0,16.666667,44.444444,16.666667,0,11.111111,11.111111,0,0,0,0,15.333333,94.444444,2.388889
123,GATWICK,NORWAY,TRONDHEIM (VAERNES),NORWEGIAN AIR SHUTTLE,S,10,0,0,40,40,20,0,0,0,0,0,0,8.3,66.666667,13
123,GATWICK,PORTUGAL(EXCLUDING MADEIRA),FARO,BRITISH AIRWAYS PLC,S,98,1,22.222222,39.393939,27.272727,9.090909,1.010101,0,0,0,0,1.010101,3.857143,0,0
123,GATWICK,PORTUGAL(EXCLUDING MADEIRA),FARO,EASYJET UK LTD,S,92,0,8.695652,52.173913,30.434783,5.434783,3.26087,0,0,0,0,0,4.76087,82.758621,9.655172
123,GATWICK,PORTUGAL(EXCLUDING MADEIRA),FARO,WIZZ AIR UK LTD,S,38,2,7.5,20,50,10,2.5,0,5,0,0,5,13.236842,0,0
123,GATWICK,PORTUGAL(EXCLUDING MADEIRA),LISBON,AIR PORTUGAL,S,103,2,0.952381,15.238095,40,23.809524,14.285714,1.904762,1.904762,0,0,1.904762,18.271845,80.28169,5.764706
123,GATWICK,PORTUGAL(EXCLUDING MADEIRA),LISBON,EASYJET UK LTD,S,96,0,3.125,27.083333,39.583333,18.75,9.375,2.083333,0,0,0,0,11.9375,80.30303,10.606061
123,GATWICK,PORTUGAL(EXCLUDING MADEIRA),OPORTO (PORTUGAL),AIR PORTUGAL,S,106,0,3.773585,32.075472,38.679245,11.320755,6.603774,5.660377,0,1.886792,0,0,16.103774,100,0.4375
123,GATWICK,PORTUGAL(EXCLUDING MADEIRA),OPORTO (PORTUGAL),EASYJET UK LTD,S,50,0,2,34,42,8,10,2,0,2,0,0,16.26,84.375,12.03125
123,GATWICK,PORTUGAL(MADEIRA),FUNCHAL,EASYJET UK LTD,S,76,0,7.894737,44.736842,26.315789,13.157895,2.631579,5.263158,0,0,0,0,9.223684,88.333333,6
123,GATWICK,PORTUGAL(MADEIRA),FUNCHAL,WIZZ AIR UK LTD,S,30,0,0,23.333333,20,20,23.333333,10,3.333333,0,0,0,27.333333,0,0
123,GATWICK,SLOVENIA,LJUBLJANA,EASYJET UK LTD,S,20,0,0,55,40,5,0,0,0,0,0,0,4,100,0.8125
123,GATWICK,SPAIN,ALICANTE,BA EUROFLYER LTD DBA BRITISH AIRWAYS,S,2,0,0,0,50,50,0,0,0,0,0,0,11.5,0,0
123,GATWICK,SPAIN,ALICANTE,BRITISH AIRWAYS PLC,S,38,0,5.263158,47.368421,34.210526,2.631579,10.526316,0,0,0,0,0,6.947368,0,0
123,GATWICK,SPAIN,ALICANTE,EASYJET UK LTD,S,104,1,15.238095,47.619048,29.52381,2.857143,1.904762,1.904762,0,0,0,0.952381,4.259615,97.435897,4.192308
123,GATWICK,SPAIN,ALICANTE,JET2.COM LTD,C,2,0,0,50,50,0,0,0,0,0,0,0,1,0,0
123,GATWICK,SPAIN,ALICANTE,RYANAIR,S,42,0,0,21.428571,30.952381,16.666667,21.428571,7.142857,2.380952,0,0,0,23.785714,85.714286,5.595238
123,GATWICK,SPAIN,ALICANTE,VUELING AIRLINES,S,1,0,0,0,0,100,0,0,0,0,0,0,22,0,0
123,GATWICK,SPAIN,ALMERIA,EASYJET UK LTD,S,14,0,0,21.428571,57.142857,14.285714,7.142857,0,0,0,0,0,9.928571,85.714286,8.285714
123,GATWICK,SPAIN,ASTURIAS,VUELING AIRLINES,S,36,0,16.666667,47.222222,33.333333,2.777778,0,0,0,0,0,0,2.777778,0,0
123,GATWICK,SPAIN,BARCELONA,EASYJET UK LTD,S,180,0,17.777778,44.444444,25,5.555556,5.555556,1.666667,0,0,0,0,6.055556,92.222222,7.655556
123,GATWICK,SPAIN,BARCELONA,JET2.COM LTD,C,0,0,0,0,0,0,0,0,0,0,0,0,0,14.285714,62.857143
123,GATWICK,SPAIN,BARCELONA,TITAN AIRWAYS LTD,C,2,0,0,0,0,0,0,100,0,0,0,0,102.5,0,0
123,GATWICK,SPAIN,BARCELONA,TUI AIRWAYS LTD,C,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,21.5
123,GATWICK,SPAIN,BARCELONA,VUELING AIRLINES,S,290,0,10.344828,44.827586,31.034483,8.275862,4.482759,1.034483,0,0,0,0,6.306897,95.614035,2.078947
123,GATWICK,SPAIN,BILBAO,EASYJET UK LTD,S,6,0,0,83.333333,16.666667,0,0,0,0,0,0,0,2.166667,0,0
123,GATWICK,SPAIN,BILBAO,VUELING AIRLINES,S,140,0,5,47.142857,31.428571,7.857143,8.571429,0,0,0,0,0,6.85,90.909091,4.227273
123,GATWICK,SPAIN,MURCIA INTERNATIONAL,EASYJET UK LTD,S,32,0,28.125,50,18.75,3.125,0,0,0,0,0,0,1.125,100,0.5
123,GATWICK,SPAIN,GRANADA,VUELING AIRLINES,S,13,1,0,64.285714,28.571429,0,0,0,0,0,0,7.142857,0.461538,0,0
123,GATWICK,SPAIN,A CORUNA,VUELING AIRLINES,S,36,0,2.777778,66.666667,27.777778,2.777778,0,0,0,0,0,0,1.805556,0,0
123,GATWICK,SPAIN,MADRID,AIR EUROPA,S,124,0,7.258065,46.774194,36.290323,4.032258,4.83871,0.806452,0,0,0,0,5.701613,90.833333,4.475
123,GATWICK,SPAIN,MADRID,EASYJET UK LTD,S,142,0,9.15493,52.112676,24.647887,7.042254,4.929577,2.112676,0,0,0,0,7.06338,92.156863,5.490196
123,GATWICK,SPAIN,MADRID,IBERIA EXPRESS,S,98,0,8.163265,37.755102,31.632653,15.306122,7.142857,0,0,0,0,0,7.632653,0,0
123,GATWICK,SPAIN,MAHON,EASYJET UK LTD,S,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.333333
123,GATWICK,SPAIN,MAHON,VUELING AIRLINES,S,12,0,0,33.333333,66.666667,0,0,0,0,0,0,0,6.583333,0,0
123,GATWICK,SPAIN,MALAGA,BA EUROFLYER LTD DBA BRITISH AIRWAYS,S,2,0,0,0,0,0,100,0,0,0,0,0,45,0,0
123,GATWICK,SPAIN,MALAGA,BRITISH AIRWAYS PLC,S,76,0,11.842105,47.368421,32.894737,6.578947,1.315789,0,0,0,0,0,3.697368,0,0
123,GATWICK,SPAIN,MALAGA,EASYJET UK LTD,S,110,0,8.181818,40.909091,35.454545,7.272727,4.545455,2.727273,0,0,0.909091,0,14.154545,94.736842,3.960526
123,GATWICK,SPAIN,MALAGA,RYANAIR,S,0,0,0,0,0,0,0,0,0,0,0,0,0,92.857143,4.380952
123,GATWICK,SPAIN,MALAGA,TUI AIRWAYS LTD,C,0,0,0,0,0,0,0,0,0,0,0,0,0,75,10.25
123,GATWICK,SPAIN,MALAGA,TUI AIRWAYS LTD,S,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
123,GATWICK,SPAIN,MALAGA,VUELING AIRLINES,S,101,0,3.960396,37.623762,43.564356,8.910891,3.960396,0,1.980198,0,0,0,9.524752,0,0
123,GATWICK,SPAIN,MALAGA,WIZZ AIR UK LTD,S,42,0,7.142857,40.47619,45.238095,7.142857,0,0,0,0,0,0,3.452381,0,0
123,GATWICK,SPAIN,PALMA DE MALLORCA,BRITISH AIRWAYS PLC,S,22,0,13.636364,50,31.818182,0,4.545455,0,0,0,0,0,3.045455,0,0
123,GATWICK,SPAIN,PALMA DE MALLORCA,EASYJET UK LTD,S,64,0,10.9375,42.1875,35.9375,6.25,4.6875,0,0,0,0,0,4.9375,91.666667,3.416667
123,GATWICK,SPAIN,PALMA DE MALLORCA,WIZZ AIR UK LTD,S,42,0,9.52381,26.190476,33.333333,26.190476,4.761905,0,0,0,0,0,9.714286,0,0
123,GATWICK,SPAIN,SANTIAGO DE COMPOSTELA (SPAIN),VUELING AIRLINES,S,40,0,20,57.5,15,5,2.5,0,0,0,0,0,2.5,92.857143,2.357143
123,GATWICK,SPAIN,SEVILLE,BRITISH AIRWAYS PLC,S,46,0,17.391304,41.304348,36.956522,4.347826,0,0,0,0,0,0,2.565217,0,0
123,GATWICK,SPAIN,SEVILLE,EASYJET UK LTD,S,56,0,14.285714,48.214286,23.214286,5.357143,3.571429,3.571429,1.785714,0,0,0,8.767857,90,5
123,GATWICK,SPAIN,SEVILLE,VUELING AIRLINES,S,36,0,8.333333,52.777778,13.888889,8.333333,5.555556,5.555556,5.555556,0,0,0,16.833333,0,0
123,GATWICK,SPAIN,VALENCIA,EASYJET UK LTD,S,83,0,8.433735,42.168675,31.325301,8.433735,7.228916,0,2.409639,0,0,0,10.373494,90.625,3.40625
123,GATWICK,SPAIN,VALENCIA,VUELING AIRLINES,S,42,0,14.285714,45.238095,38.095238,2.380952,0,0,0,0,0,0,3.261905,0,0
123,GATWICK,SPAIN(CANARY ISLANDS),ARRECIFE,BRITISH AIRWAYS PLC,S,62,0,20.967742,32.258065,25.806452,8.064516,4.83871,8.064516,0,0,0,0,11.403226,0,0
123,GATWICK,SPAIN(CANARY ISLANDS),ARRECIFE,EASYJET UK LTD,S,89,0,5.617978,39.325843,41.573034,6.741573,6.741573,0,0,0,0,0,6.88764,92.307692,3.615385
123,GATWICK,SPAIN(CANARY ISLANDS),ARRECIFE,TUI AIRWAYS LTD,C,21,0,0,23.809524,42.857143,19.047619,9.52381,0,0,4.761905,0,0,19.428571,88,7.4
123,GATWICK,SPAIN(CANARY ISLANDS),ARRECIFE,VUELING AIRLINES,S,10,0,10,50,40,0,0,0,0,0,0,0,2.5,0,0
123,GATWICK,SPAIN(CANARY ISLANDS),ARRECIFE,WIZZ AIR,S,0,0,0,0,0,0,0,0,0,0,0,0,0,80,8
123,GATWICK,SPAIN(CANARY ISLANDS),FUERTEVENTURA,EASYJET UK LTD,S,48,0,8.333333,37.5,31.25,14.583333,8.333333,0,0,0,0,0,8.479167,95.454545,2.181818
123,GATWICK,SPAIN(CANARY ISLANDS),FUERTEVENTURA,TUI AIRWAYS LTD,C,10,0,0,20,80,0,0,0,0,0,0,0,5,73.913043,8.652174
123,GATWICK,SPAIN(CANARY ISLANDS),LAS PALMAS,BA EUROFLYER LTD DBA BRITISH AIRWAYS,S,2,0,0,50,50,0,0,0,0,0,0,0,0.5,0,0
123,GATWICK,SPAIN(CANARY ISLANDS),LAS PALMAS,BRITISH AIRWAYS PLC,S,34,0,8.823529,26.470588,41.176471,17.647059,2.941176,2.941176,0,0,0,0,10.323529,0,0
123,GATWICK,SPAIN(CANARY ISLANDS),LAS PALMAS,EASYJET UK LTD,S,63,0,6.349206,34.920635,42.857143,7.936508,7.936508,0,0,0,0,0,6.952381,97.916667,1.583333
123,GATWICK,SPAIN(CANARY ISLANDS),LAS PALMAS,TUI AIRWAYS LTD,C,20,0,0,20,55,10,15,0,0,0,0,0,14.1,95.454545,6.409091
123,GATWICK,SPAIN(CANARY ISLANDS),LAS PALMAS,VUELING AIRLINES,S,10,0,10,30,40,0,0,20,0,0,0,0,25.5,0,0
123,GATWICK,SPAIN(CANARY ISLANDS),TENERIFE (SURREINA SOFIA),BA EUROFLYER LTD DBA BRITISH AIRWAYS,S,2,0,50,0,50,0,0,0,0,0,0,0,6.5,0,0
123,GATWICK,SPAIN(CANARY ISLANDS),TENERIFE (SURREINA SOFIA),BRITISH AIRWAYS PLC,S,116,0,15.517241,31.896552,32.758621,8.62069,3.448276,6.896552,0.862069,0,0,0,11.887931,0,0
123,GATWICK,SPAIN(CANARY ISLANDS),TENERIFE (SURREINA SOFIA),EASYJET UK LTD,S,132,0,9.090909,35.606061,43.181818,7.575758,4.545455,0,0,0,0,0,6.287879,92.553191,5.180851
123,GATWICK,SPAIN(CANARY ISLANDS),TENERIFE (SURREINA SOFIA),JET2.COM LTD,C,16,0,6.25,18.75,37.5,25,12.5,0,0,0,0,0,12.5,0,0
123,GATWICK,SPAIN(CANARY ISLANDS),TENERIFE (SURREINA SOFIA),TUI AIRWAYS LTD,C,47,0,4.255319,14.893617,42.553191,21.276596,12.765957,4.255319,0,0,0,0,15.659574,88.095238,5.380952
123,GATWICK,SPAIN(CANARY ISLANDS),TENERIFE (SURREINA SOFIA),VUELING AIRLINES,S,28,0,0,25,39.285714,21.428571,3.571429,3.571429,7.142857,0,0,0,20.392857,0,0
123,GATWICK,SPAIN(CANARY ISLANDS),TENERIFE (SURREINA SOFIA),WIZZ AIR,S,0,0,0,0,0,0,0,0,0,0,0,0,0,50,19.5
123,GATWICK,SPAIN(CANARY ISLANDS),TENERIFE (SURREINA SOFIA),WIZZ AIR UK LTD,S,44,0,4.545455,31.818182,40.909091,6.818182,13.636364,2.272727,0,0,0,0,11.181818,0,0
123,GATWICK,SWEDEN,STOCKHOLM (ARLANDA),NORWEGIAN AIR INTERNATIONAL,S,176,0,12.5,51.704545,16.477273,12.5,2.840909,1.704545,2.272727,0,0,0,9.335227,87.931034,6.87931
123,GATWICK,SWITZERLAND,BALE MULHOUSE,EASYJET UK LTD,S,66,0,9.090909,54.545455,25.757576,7.575758,3.030303,0,0,0,0,0,3.712121,93.478261,2.565217
123,GATWICK,SWITZERLAND,GENEVA,BA EUROFLYER LTD DBA BRITISH AIRWAYS,S,2,0,0,50,50,0,0,0,0,0,0,0,1.5,0,0
123,GATWICK,SWITZERLAND,GENEVA,BRITISH AIRWAYS PLC,S,263,1,8.333333,40.530303,34.090909,8.333333,7.954545,0.378788,0,0,0,0.378788,7.034221,0,0
123,GATWICK,SWITZERLAND,GENEVA,EASYJET UK LTD,S,424,0,1.415094,38.207547,36.792453,13.679245,7.54717,2.358491,0,0,0,0,9.801887,87.017544,6.814035
123,GATWICK,SWITZERLAND,GENEVA,SWISS AIRLINES,S,35,0,8.571429,62.857143,25.714286,2.857143,0,0,0,0,0,0,2.085714,91.37931,3.491228
123,GATWICK,SWITZERLAND,GENEVA,TUI AIRWAYS LTD,C,8,0,0,0,37.5,37.5,25,0,0,0,0,0,20.625,60,59
