flight_id,period_id,airport_id,city_id,airline_id,scheduled_charter,number_flights_matched,number_flights_cancelled,flights_more_than_15_minutes_early_percent,flights_15_minutes_early_to_1_minute_early_percent,flights_0_to_15_minutes_late_percent,flights_between_16_and_30_minutes_late_percent,flights_between_31_and_60_minutes_late_percent,flights_between_61_and_120_minutes_late_percent,flights_between_121_and_180_minutes_late_percent,flights_between_181_and_360_minutes_late_percent,flights_more_than_360_minutes_late_percent,flights_cancelled_percent,average_delay_mins,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay,flights_unmatched_percent,previous_year_month_flights_matched
11949,127,2003,678,1121,S,1,0,0,0,0,0,100,0,0,0,0,0,44,0,0,,0
11950,127,2003,602,1163,S,26,0,3.846154,46.153846,30.769231,11.538462,0,7.692308,0,0,0,0,10.230769,0,0,,0
11951,127,2003,959,1264,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,,2
11952,127,2003,959,1373,C,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,,1
11953,127,2003,960,1127,S,8,0,0,12.5,37.5,0,50,0,0,0,0,0,22.5,66.666667,61.666667,,6
11954,127,2003,568,1150,S,0,0,0,0,0,0,0,0,0,0,0,0,0,29.032258,36.827586,,58
11955,127,2003,568,1113,S,34,0,0,17.647059,23.529412,23.529412,29.411765,5.882353,0,0,0,0,24.264706,50,16.4,,10
11956,127,2003,692,1113,S,88,0,0,6.818182,35.227273,25,23.863636,9.090909,0,0,0,0,27.647727,53.773585,26.855769,,104
11957,127,2003,692,1127,S,34,0,8.823529,35.294118,41.176471,11.764706,2.941176,0,0,0,0,0,6.117647,80,12.7,,30
11958,127,2003,692,1121,S,10,0,10,30,60,0,0,0,0,0,0,0,3.5,0,0,,0
11959,127,2003,692,1163,S,26,0,0,38.461538,46.153846,7.692308,3.846154,3.846154,0,0,0,0,8.346154,0,0,,0
11960,127,2003,774,1351,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,,2
11961,127,2003,563,1113,S,54,0,0,16.666667,53.703704,18.518519,9.259259,1.851852,0,0,0,0,12.759259,65.116279,19.97619,,84
11962,127,2003,563,1127,S,26,0,3.846154,46.153846,34.615385,7.692308,7.692308,0,0,0,0,0,7.884615,92.307692,1.884615,,26
11963,127,2003,563,1163,S,26,0,0,38.461538,30.769231,15.384615,7.692308,7.692308,0,0,0,0,17.230769,0,0,,0
11964,127,2003,592,1150,S,18,0,5.555556,33.333333,38.888889,11.111111,11.111111,0,0,0,0,0,10.277778,76.470588,9.705882,,17
11965,127,2003,592,1113,S,10,0,0,10,50,20,20,0,0,0,0,0,16.8,66.666667,15.722222,,18
11966,127,2003,705,1163,S,26,0,3.846154,57.692308,34.615385,3.846154,0,0,0,0,0,0,2.461538,0,0,,0
11967,127,2003,729,1113,S,0,0,0,0,0,0,0,0,0,0,0,0,0,56.25,25.4375,,16
11968,127,2003,729,1127,S,26,0,7.692308,30.769231,50,7.692308,3.846154,0,0,0,0,0,5.307692,73.076923,28.692308,,26
11969,127,2003,729,1122,C,5,0,0,40,20,0,40,0,0,0,0,0,19.6,66.666667,6.333333,,3
11970,127,2003,1091,1146,C,1,0,0,0,100,0,0,0,0,0,0,0,3,0,0,,0
11971,127,2003,789,1113,S,8,0,0,25,37.5,25,12.5,0,0,0,0,0,11.375,50,16,,16
11972,127,2003,789,1127,S,10,0,0,60,20,20,0,0,0,0,0,0,4.5,100,5.5,,8
11973,127,2003,790,1113,S,72,0,0,9.722222,34.722222,23.611111,20.833333,6.944444,4.166667,0,0,0,28.194444,58.75,21.9,,80
11974,127,2003,790,1127,S,26,0,15.384615,26.923077,38.461538,15.384615,3.846154,0,0,0,0,0,6.923077,96.153846,2.192308,,26
11975,127,2003,790,1121,S,10,0,0,40,40,20,0,0,0,0,0,0,6.7,0,0,,0
11976,127,2003,790,1163,S,18,0,0,27.777778,38.888889,5.555556,22.222222,5.555556,0,0,0,0,17.666667,0,0,,0
11977,127,2003,790,1122,C,5,0,0,0,20,40,0,20,0,20,0,0,62,20,25.4,,5
11978,127,2003,841,1150,S,54,0,0,11.111111,25.925926,14.814815,22.222222,16.666667,5.555556,3.703704,0,0,45.62963,38.095238,48.459016,,61
11979,127,2003,841,1113,S,52,0,0,11.538462,42.307692,23.076923,7.692308,13.461538,1.923077,0,0,0,25.961538,67.5,27.05,,40
11980,127,2003,841,1127,S,44,0,6.818182,22.727273,50,9.090909,9.090909,2.272727,0,0,0,0,9.75,79.545455,17.704545,,44
11981,127,2003,841,1163,S,18,0,0,22.222222,33.333333,0,22.222222,22.222222,0,0,0,0,31.833333,0,0,,0
11982,127,2003,841,1122,C,13,0,0,23.076923,61.538462,0,15.384615,0,0,0,0,0,10.846154,30.769231,135.153846,,13
11983,127,2003,1036,1127,S,26,0,15.384615,34.615385,38.461538,3.846154,0,7.692308,0,0,0,0,11,92.857143,6.678571,,28
11984,127,2003,1036,1122,C,10,0,0,0,40,40,20,0,0,0,0,0,21.2,50,47.5,,10
11985,127,2003,953,1121,S,10,0,0,0,20,30,10,20,20,0,0,0,55.6,0,0,,0
11986,127,2003,953,1163,S,8,0,0,0,62.5,12.5,25,0,0,0,0,0,22.125,0,0,,0
11987,127,2003,1071,1146,C,3,0,0,66.666667,33.333333,0,0,0,0,0,0,0,2.333333,0,0,,0
11988,127,2003,575,1127,S,26,0,19.230769,30.769231,42.307692,7.692308,0,0,0,0,0,0,4.807692,79.310345,12.5,,28
11989,127,2003,575,1122,C,3,0,0,33.333333,0,66.666667,0,0,0,0,0,0,14,100,2.333333,,3
11990,127,2003,697,1127,S,9,0,11.111111,11.111111,33.333333,11.111111,22.222222,11.111111,0,0,0,0,24.777778,87.5,7.25,,8
11991,127,2003,767,1127,S,9,0,11.111111,11.111111,77.777778,0,0,0,0,0,0,0,6.222222,60,15.5,,10
11992,127,2003,934,1113,S,26,0,3.846154,42.307692,42.307692,0,7.692308,3.846154,0,0,0,0,9.461538,68.75,17.0625,,16
11993,127,2003,934,1127,S,34,0,11.764706,23.529412,26.470588,26.470588,2.941176,2.941176,2.941176,0,2.941176,0,44.647059,67.857143,12.740741,,27
11994,127,2003,934,1122,C,5,0,0,0,20,0,20,0,20,40,0,0,122,40,38.4,,5
11995,127,2003,702,1128,C,2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,,0
11996,127,2003,571,1113,S,19,0,0,0,42.105263,31.578947,15.789474,0,10.526316,0,0,0,31.736842,0,0,,0
11997,127,2003,571,1127,S,18,0,0,16.666667,27.777778,38.888889,11.111111,5.555556,0,0,0,0,19.888889,23.529412,29.470588,,17
11998,127,2003,664,1113,S,18,0,0,5.555556,44.444444,5.555556,27.777778,16.666667,0,0,0,0,27.666667,50,34.3125,,16
11999,127,2003,664,1286,C,1,0,0,0,100,0,0,0,0,0,0,0,12,0,0,,0
12000,127,2003,664,1127,S,18,0,16.666667,5.555556,38.888889,16.666667,16.666667,5.555556,0,0,0,0,16.444444,22.222222,104.888889,,18
12001,127,2003,664,1122,C,5,0,0,0,20,0,60,20,0,0,0,0,39.8,0,48.75,,4
12002,127,2004,613,1122,S,25,0,28,28,28,12,4,0,0,0,0,0,5.32,50,38.888889,,18
12003,127,2004,730,1122,C,0,0,0,0,0,0,0,0,0,0,0,0,0,50,35.5,,2
12004,127,2004,730,1122,S,18,0,5.555556,5.555556,5.555556,27.777778,27.777778,5.555556,16.666667,0,5.555556,0,99.166667,0,361.5,,16
12005,127,2004,635,1133,C,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,,1
12006,127,2004,941,1370,S,2,0,50,0,0,0,0,50,0,0,0,0,38,0,0,,0
12007,127,2004,622,1122,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,,1
12008,127,2004,806,1122,C,17,0,5.882353,11.764706,11.764706,17.647059,29.411765,17.647059,5.882353,0,0,0,42.058824,31.25,31.125,,16
12009,127,2004,867,1122,C,16,0,0,12.5,62.5,12.5,12.5,0,0,0,0,0,13.4375,31.25,39.875,,16
12010,127,2004,638,1122,C,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,,1
12011,127,2004,638,1122,S,25,0,8,16,36,12,20,8,0,0,0,0,20.36,35.714286,47.25,,28
12012,127,2004,936,1282,S,1,0,0,0,0,0,100,0,0,0,0,0,50,0,0,,0
12013,127,2004,936,1295,C,1,0,0,0,0,0,0,100,0,0,0,0,77,0,0,,0
12014,127,2004,631,1127,S,10,0,0,20,20,20,0,40,0,0,0,0,48.5,0,0,,0
12015,127,2004,631,1122,C,6,0,0,0,50,50,0,0,0,0,0,0,16.166667,0,85,,6
12016,127,2004,907,1121,S,16,0,0,25,37.5,6.25,18.75,12.5,0,0,0,0,25.5,44.444444,25.833333,,18
12017,127,2004,863,1134,S,18,0,0,44.444444,44.444444,11.111111,0,0,0,0,0,0,5.944444,73.076923,20.961538,,26
12018,127,2004,863,1127,S,18,0,11.111111,11.111111,44.444444,16.666667,16.666667,0,0,0,0,0,13.555556,38.888889,42.888889,,18
12019,127,2004,629,1127,S,14,0,28.571429,21.428571,28.571429,21.428571,0,0,0,0,0,0,8,72.222222,11.166667,,18
12020,127,2004,629,1110,S,18,0,11.111111,33.333333,16.666667,11.111111,16.666667,11.111111,0,0,0,0,21.277778,16.666667,66.444444,,18
12021,127,2004,962,1121,S,0,0,0,0,0,0,0,0,0,0,0,0,0,61.111111,12.777778,,18
12022,127,2004,632,1121,S,26,0,0,57.692308,26.923077,7.692308,7.692308,0,0,0,0,0,5.538462,53.846154,18.038462,,26
12023,127,2004,701,1121,S,0,0,0,0,0,0,0,0,0,0,0,0,0,72.222222,25.611111,,18
12024,127,2004,758,1127,S,18,0,22.222222,38.888889,27.777778,0,5.555556,5.555556,0,0,0,0,8.444444,0,0,,0
12025,127,2004,758,1121,S,18,0,11.111111,27.777778,44.444444,5.555556,0,0,11.111111,0,0,0,17.944444,32.352941,40.176471,,34
12026,127,2004,758,1110,S,18,0,5.555556,16.666667,27.777778,11.111111,16.666667,5.555556,16.666667,0,0,0,40.611111,44.444444,31.5,,18
12027,127,2004,862,1121,S,18,0,11.111111,27.777778,22.222222,22.222222,5.555556,11.111111,0,0,0,0,20.888889,66.666667,15.222222,,18
12028,127,2004,963,1110,S,18,0,11.111111,16.666667,33.333333,0,22.222222,5.555556,11.111111,0,0,0,32.388889,22.222222,48.833333,,18
12029,127,2004,964,1121,S,19,0,0,42.105263,47.368421,10.526316,0,0,0,0,0,0,5.315789,50,16.607143,,28
12030,127,2004,967,1110,S,18,0,16.666667,33.333333,22.222222,16.666667,0,11.111111,0,0,0,0,17.5,75,11.125,,8
12031,127,2004,628,1121,S,36,0,0,22.222222,38.888889,19.444444,8.333333,5.555556,0,5.555556,0,0,27.027778,61.111111,25.972222,,36
12032,127,2004,628,1110,S,0,0,0,0,0,0,0,0,0,0,0,0,0,25,56.611111,,36
12033,127,2004,655,1110,S,0,0,0,0,0,0,0,0,0,0,0,0,0,50,22.777778,,18
12034,127,2004,662,1110,S,0,0,0,0,0,0,0,0,0,0,0,0,0,42.307692,31.384615,,26
12035,127,2004,567,1136,S,26,0,38.461538,19.230769,26.923077,3.846154,7.692308,3.846154,0,0,0,0,9.923077,50,46.25,,8
12036,127,2004,668,1136,S,26,0,3.846154,38.461538,42.307692,3.846154,3.846154,3.846154,3.846154,0,0,0,14.923077,0,0,,0
12037,127,2004,734,1137,C,0,0,0,0,0,0,0,0,0,0,0,0,0,25,42.75,,8
12038,127,2004,677,1140,S,124,0,18.548387,44.354839,29.032258,4.032258,4.032258,0,0,0,0,0,4.25,77.419355,9.782258,,124
12039,127,2004,933,1113,C,0,0,0,0,0,0,0,0,0,0,0,0,0,100,9,,1
12040,127,2004,726,1122,S,28,0,3.571429,25,35.714286,14.285714,10.714286,3.571429,0,3.571429,3.571429,0,55.285714,11.111111,43.703704,,27
12041,127,2004,903,1113,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,,1
12042,127,2004,903,1122,S,25,0,4,36,36,12,12,0,0,0,0,0,9.96,7.692308,47.346154,,26
12043,127,2004,559,1122,S,8,0,0,37.5,12.5,12.5,37.5,0,0,0,0,0,19.5,0,82.375,,8
12044,127,2004,796,1122,S,8,0,0,0,75,25,0,0,0,0,0,0,10.125,0,126.25,,8
12045,127,2004,686,1122,C,17,0,0,11.764706,41.176471,17.647059,17.647059,11.764706,0,0,0,0,25.588235,25,43.5,,12
12046,127,2004,554,1111,S,137,5,4.225352,26.760563,34.507042,14.788732,7.042254,6.338028,2.112676,0.704225,0,3.521127,18.722628,45.323741,35.897059,,136
12047,127,2004,973,1111,S,137,5,4.225352,26.760563,34.507042,14.788732,7.042254,6.338028,2.112676,0.704225,0,3.521127,18.722628,45.323741,35.897059,,136
12048,127,2004,598,1124,S,0,0,0,0,0,0,0,0,0,0,0,0,0,60,33.22,,150
12049,127,2004,598,1141,S,208,22,10,39.130435,22.173913,7.826087,7.391304,3.043478,0.869565,0,0,9.565217,11.331731,79.761905,10.690476,,84
12050,127,2004,599,1113,S,237,5,1.652893,35.950413,32.231405,7.438017,8.264463,10.330579,2.066116,0,0,2.066116,18.763713,57.058824,25.869048,,168
12051,127,2004,684,1113,S,116,0,1.724138,38.793103,32.758621,9.482759,11.206897,6.034483,0,0,0,0,13.853448,61.363636,20.604651,,86
12052,127,2004,706,1113,S,138,4,7.746479,40.84507,31.690141,7.042254,9.15493,0.704225,0,0,0,2.816901,8.144928,72.727273,18.545455,,132
12053,127,2004,714,1142,S,60,2,6.451613,38.709677,25.806452,17.741935,8.064516,0,0,0,0,3.225806,8.866667,70.967742,14.435484,,62
12054,127,2004,732,1111,S,60,2,8.064516,37.096774,30.645161,9.677419,8.064516,1.612903,0,1.612903,0,3.225806,11.933333,67.857143,16.607143,,56
12055,127,2004,736,1111,S,51,1,7.692308,32.692308,42.307692,3.846154,1.923077,7.692308,1.923077,0,0,1.923077,12.803922,50,37.054545,,55
12056,127,2004,741,1143,S,66,0,6.060606,10.606061,37.878788,22.727273,13.636364,3.030303,4.545455,1.515152,0,0,26.681818,62.5,22.734375,,64
12057,127,2004,741,1127,S,0,0,0,0,0,0,0,0,0,0,0,0,0,75,12.25,,8
12058,127,2004,794,1113,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,,1
12059,127,2004,1025,1122,C,26,0,0,15.384615,38.461538,15.384615,3.846154,26.923077,0,0,0,0,29.461538,22.222222,64.037037,,27
12060,127,2004,731,1127,S,2,0,0,0,50,50,0,0,0,0,0,0,16.5,50,17,,2
12061,127,2004,884,1122,C,1,0,0,0,100,0,0,0,0,0,0,0,6,0,0,,0
12062,127,2004,627,1145,S,92,2,3.191489,44.680851,39.361702,5.319149,4.255319,1.06383,0,0,0,2.12766,5.934783,72.222222,11.583333,,36
12063,127,2004,679,1127,S,26,0,34.615385,15.384615,30.769231,7.692308,3.846154,0,3.846154,3.846154,0,0,20.653846,84.615385,13.115385,,26
12064,127,2004,679,1122,C,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,,1
12065,127,2004,679,1122,S,10,0,0,20,60,10,10,0,0,0,0,0,10.2,9.090909,40,,11
12066,127,2004,1034,1122,C,9,0,33.333333,33.333333,33.333333,0,0,0,0,0,0,0,1.444444,57.142857,20.285714,,14
12067,127,2004,988,1127,S,18,0,16.666667,22.222222,55.555556,5.555556,0,0,0,0,0,0,3.555556,83.333333,8.277778,,18
12068,127,2004,1047,1121,S,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,49.875,,8
12069,127,2004,1075,1151,C,1,0,0,0,100,0,0,0,0,0,0,0,9,0,0,,0
12070,127,2004,766,1127,S,41,0,4.878049,24.390244,39.02439,19.512195,9.756098,2.439024,0,0,0,0,12.073171,15.151515,37.15625,,32
12071,127,2004,766,1151,C,2,0,0,0,0,50,50,0,0,0,0,0,41,0,0,,0
12072,127,2004,766,1122,C,27,0,11.111111,14.814815,33.333333,11.111111,25.925926,0,3.703704,0,0,0,22.111111,9.677419,74.935484,,31
12073,127,2004,842,1127,S,36,0,8.333333,30.555556,47.222222,8.333333,0,5.555556,0,0,0,0,8.027778,29.72973,41.216216,,37
12074,127,2004,842,1122,C,28,0,10.714286,17.857143,39.285714,21.428571,10.714286,0,0,0,0,0,12.178571,22.222222,62.333333,,27
12075,127,2004,611,1121,S,16,0,6.25,68.75,25,0,0,0,0,0,0,0,1.25,0,0,,0
12076,127,2004,660,1281,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,,1
12077,127,2004,660,1116,S,48,2,2,32,30,6,10,8,8,0,0,4,24.541667,75,7.22,,50
12078,127,2004,1097,1281,C,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,,1
12079,127,2004,604,1127,S,2,0,50,0,50,0,0,0,0,0,0,0,6.5,0,22,,2
12080,127,2004,617,1121,S,18,0,0,33.333333,22.222222,16.666667,16.666667,0,11.111111,0,0,0,30.555556,0,0,,0
12081,127,2004,928,1282,C,2,0,0,0,0,50,0,50,0,0,0,0,45,0,0,,0
12082,127,2004,928,1175,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,,1
12083,127,2004,786,1112,C,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3,,1
12084,127,2004,786,1291,C,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,,1
12085,127,2004,827,1127,S,4,0,0,0,50,25,25,0,0,0,0,0,24.75,0,0,,0
12086,127,2004,843,1148,S,234,2,8.050847,27.542373,42.372881,10.59322,5.508475,4.237288,0.847458,0,0,0.847458,12.495726,71.978022,12.054945,,182
12087,127,2004,845,1130,S,24,2,26.923077,26.923077,11.538462,11.538462,15.384615,0,0,0,0,7.692308,10.541667,77.777778,9.611111,,18
12088,127,2004,848,1121,S,0,0,0,0,0,0,0,0,0,0,0,0,0,50,125.055556,,18
12089,127,2004,943,1121,S,18,0,5.555556,33.333333,22.222222,5.555556,16.666667,5.555556,11.111111,0,0,0,28,0,0,,0
12090,127,2004,681,1114,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,,1
12091,127,2004,681,1134,S,122,0,0.819672,36.885246,40.983607,10.655738,10.655738,0,0,0,0,0,8.836066,60.416667,23.354167,,96
12092,127,2004,695,1149,S,186,2,0,32.446809,45.744681,12.234043,7.978723,0.531915,0,0,0,1.06383,9.870968,48.809524,20.790419,,167
12093,127,2004,771,1263,C,2,0,0,50,50,0,0,0,0,0,0,0,1,0,0,,0
12094,127,2004,812,1149,S,106,2,1.851852,22.222222,48.148148,19.444444,4.62963,0,1.851852,0,0,1.851852,13.132075,52.272727,21.090909,,88
12095,127,2004,577,1127,S,16,0,0,6.25,25,6.25,25,37.5,0,0,0,0,42.4375,33.333333,29.444444,,18
12096,127,2004,1003,1127,S,12,0,16.666667,8.333333,16.666667,33.333333,25,0,0,0,0,0,19.5,33.333333,46.222222,,9
12097,127,2004,1003,1122,C,16,0,0,0,56.25,31.25,12.5,0,0,0,0,0,15.625,12.5,52.625,,16
12098,127,2004,1005,1127,S,24,0,16.666667,20.833333,37.5,4.166667,16.666667,4.166667,0,0,0,0,14,29.411765,38,,17
12099,127,2004,1005,1121,S,18,0,0,27.777778,27.777778,16.666667,11.111111,16.666667,0,0,0,0,24.666667,50,45,,8
12100,127,2004,1005,1122,C,20,0,0,5,50,25,15,5,0,0,0,0,21.3,33.333333,49.148148,,27
12101,127,2004,1011,1127,S,40,0,25,15,37.5,12.5,5,5,0,0,0,0,11.075,24.324324,72.972973,,37
12102,127,2004,1011,1122,C,17,0,17.647059,29.411765,17.647059,23.529412,11.764706,0,0,0,0,0,10.647059,28.571429,221.809524,,21
12103,127,2004,1015,1127,S,8,0,25,12.5,37.5,12.5,12.5,0,0,0,0,0,8.25,50,67.9,,10
12104,127,2004,1088,1122,C,1,0,0,0,0,0,0,0,100,0,0,0,124,0,73,,1
12105,127,2004,1017,1127,S,20,0,25,20,20,20,10,5,0,0,0,0,13.95,55.555556,28.888889,,18
12106,127,2004,1017,1122,C,15,0,0,0,40,46.666667,13.333333,0,0,0,0,0,19.866667,43.75,43.375,,16
12107,127,2004,1018,1127,S,28,0,10.714286,14.285714,42.857143,10.714286,14.285714,7.142857,0,0,0,0,17.892857,42.857143,36.52381,,21
12108,127,2004,1018,1122,C,29,0,0,3.448276,48.275862,10.344828,27.586207,10.344828,0,0,0,0,26.413793,26.923077,63.692308,,26
12109,127,2004,1033,1127,S,12,0,8.333333,33.333333,50,8.333333,0,0,0,0,0,0,4.666667,41.666667,41.083333,,12
12110,127,2004,1037,1127,S,40,0,2.5,10,45,25,17.5,0,0,0,0,0,15.425,27.5,52.5,,40
12111,127,2004,1037,1121,S,18,0,0,22.222222,27.777778,22.222222,16.666667,11.111111,0,0,0,0,24,38.888889,27.611111,,18
12112,127,2004,1037,1122,C,28,0,14.285714,14.285714,50,10.714286,10.714286,0,0,0,0,0,10.321429,0,90.925926,,27
12113,127,2004,882,1127,S,8,0,12.5,12.5,25,50,0,0,0,0,0,0,11,12.5,36.75,,8
12114,127,2004,882,1122,C,16,0,6.25,12.5,25,31.25,12.5,0,12.5,0,0,0,28.125,25,35.875,,16
12115,127,2004,1096,1127,S,18,0,0,16.666667,50,16.666667,11.111111,5.555556,0,0,0,0,14.388889,37.5,36.5,,16
12116,127,2004,1096,1122,C,16,0,6.25,31.25,50,12.5,0,0,0,0,0,0,4.5,31.25,25.875,,16
12117,127,2004,1041,1127,S,12,0,0,8.333333,58.333333,25,8.333333,0,0,0,0,0,11.333333,41.666667,34.166667,,12
12118,127,2004,1041,1122,C,13,0,0,38.461538,23.076923,15.384615,23.076923,0,0,0,0,0,15.307692,30.769231,33.384615,,13
12119,127,2004,1048,1127,S,24,0,4.166667,29.166667,45.833333,4.166667,8.333333,4.166667,4.166667,0,0,0,18.083333,13.636364,168.409091,,22
12120,127,2004,1048,1122,C,33,0,3.030303,12.121212,24.242424,18.181818,30.30303,12.121212,0,0,0,0,27.545455,31.428571,44.942857,,35
12121,127,2004,733,1121,S,29,0,0,31.034483,44.827586,17.241379,0,6.896552,0,0,0,0,12.482759,55.555556,21.611111,,18
12122,127,2004,661,1121,S,52,0,13.461538,30.769231,15.384615,11.538462,21.153846,3.846154,1.923077,1.923077,0,0,21.403846,46.153846,17.5,,26
12123,127,2004,678,1117,S,116,0,2.586207,21.551724,29.310345,18.965517,19.827586,7.758621,0,0,0,0,20.258621,68.965517,15.224138,,116
12124,127,2004,678,1121,S,284,0,1.056338,19.71831,35.915493,17.957746,14.43662,6.690141,2.112676,2.112676,0,0,25.566901,46.996466,31.756184,,283
12125,127,2004,678,1141,S,130,2,0.757576,13.636364,31.818182,30.30303,11.363636,9.848485,0.757576,0,0,1.515152,23.469231,57.575758,21.348485,,132
12126,127,2004,901,1121,S,36,0,2.777778,41.666667,22.222222,8.333333,2.777778,11.111111,5.555556,5.555556,0,0,35.861111,11.111111,76,,18
12127,127,2004,644,1127,S,2,0,0,0,100,0,0,0,0,0,0,0,3,0,0,,0
12128,127,2004,602,1121,S,34,0,11.764706,26.470588,26.470588,17.647059,17.647059,0,0,0,0,0,14.147059,44.444444,59.166667,,18
12129,127,2004,817,1150,S,18,0,38.888889,27.777778,33.333333,0,0,0,0,0,0,0,2.333333,0,0,,0
12130,127,2004,817,1127,S,18,0,16.666667,50,11.111111,11.111111,11.111111,0,0,0,0,0,7.722222,72.222222,7.888889,,18
12131,127,2004,817,1122,C,18,0,0,5.555556,38.888889,27.777778,22.222222,5.555556,0,0,0,0,23.277778,16.666667,46.277778,,18
12132,127,2004,1031,1127,S,2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,,0
12133,127,2004,855,1127,S,8,0,12.5,12.5,37.5,37.5,0,0,0,0,0,0,9.75,83.333333,7,,6
12134,127,2004,877,1127,S,34,0,5.882353,32.352941,41.176471,17.647059,2.941176,0,0,0,0,0,8.411765,50,20.8125,,32
12135,127,2004,959,1127,S,16,0,0,25,56.25,6.25,6.25,6.25,0,0,0,0,13.4375,72.222222,14.555556,,18
12136,127,2004,959,1121,S,18,0,5.555556,22.222222,55.555556,11.111111,5.555556,0,0,0,0,0,6.555556,0,0,,0
12137,127,2004,960,1127,S,10,0,20,60,20,0,0,0,0,0,0,0,1.5,90,8.6,,10
12138,127,2004,960,1121,S,26,2,0,7.142857,35.714286,28.571429,10.714286,10.714286,0,0,0,7.142857,24.115385,22.222222,86.777778,,18
12139,127,2004,960,1122,C,12,0,0,16.666667,50,8.333333,25,0,0,0,0,0,17.916667,30,19,,10
12140,127,2004,793,1127,S,18,0,27.777778,33.333333,27.777778,0,11.111111,0,0,0,0,0,4.444444,66.666667,13.111111,,18
12141,127,2004,793,1121,S,18,0,0,27.777778,55.555556,5.555556,11.111111,0,0,0,0,0,8.555556,27.777778,39.333333,,18
12142,127,2004,793,1122,C,8,0,0,0,37.5,12.5,25,25,0,0,0,0,34.375,0,89.125,,8
12143,127,2004,568,1150,S,120,4,13.709677,33.064516,25,12.096774,5.645161,7.258065,0,0,0,3.225806,12.458333,48.333333,24.3,,110
12144,127,2004,568,1113,S,2,0,0,0,0,0,0,0,0,100,0,0,196,0,0,,0
12145,127,2004,568,1124,S,0,0,0,0,0,0,0,0,0,0,0,0,0,54.83871,29.16129,,62
12146,127,2004,568,1127,S,0,0,0,0,0,0,0,0,0,0,0,0,0,44.444444,55.944444,,18
12147,127,2004,568,1118,S,253,15,1.119403,35.820896,35.820896,11.940299,7.089552,2.61194,0,0,0,5.597015,10.059289,45.559846,21.221774,,248
12148,127,2004,692,1150,S,0,0,0,0,0,0,0,0,0,0,0,0,0,75,10.166667,,12
12149,127,2004,692,1127,S,64,0,7.8125,26.5625,40.625,15.625,9.375,0,0,0,0,0,9.96875,20.3125,64.390625,,64
12150,127,2004,692,1121,S,78,1,0,21.518987,36.708861,24.050633,11.392405,2.531646,1.265823,1.265823,0,1.265823,21.705128,52.5,23.0625,,80
12151,127,2004,692,1122,C,15,0,0,13.333333,40,40,6.666667,0,0,0,0,0,14.133333,29.411765,37.529412,,17
12152,127,2004,774,1150,S,24,0,16.666667,29.166667,33.333333,8.333333,12.5,0,0,0,0,0,8.875,0,0,,0
12153,127,2004,774,1121,S,18,0,0,0,61.111111,22.222222,16.666667,0,0,0,0,0,16.388889,0,0,,0
12154,127,2004,832,1121,S,18,0,0,33.333333,27.777778,16.666667,22.222222,0,0,0,0,0,14.833333,27.777778,48.222222,,18
12155,127,2004,698,1127,S,10,0,0,30,30,20,10,0,0,10,0,0,31.9,50,16.2,,10
12156,127,2004,698,1122,C,18,0,5.555556,5.555556,50,16.666667,11.111111,11.111111,0,0,0,0,19.055556,44.444444,46.111111,,18
12157,127,2004,563,1127,S,64,0,7.8125,35.9375,45.3125,3.125,3.125,3.125,0,1.5625,0,0,10.734375,55.072464,23.485294,,68
12158,127,2004,563,1121,S,96,0,4.166667,33.333333,36.458333,12.5,9.375,3.125,1.041667,0,0,0,13.604167,43.269231,30.096154,,104
12159,127,2004,563,1122,C,18,0,0,11.111111,27.777778,22.222222,22.222222,5.555556,11.111111,0,0,0,35.777778,33.333333,60.055556,,18
12160,127,2004,565,1127,S,18,0,11.111111,33.333333,33.333333,11.111111,11.111111,0,0,0,0,0,8.333333,77.777778,8.444444,,18
12161,127,2004,565,1122,C,14,0,7.142857,21.428571,50,14.285714,7.142857,0,0,0,0,0,9.071429,27.272727,46.090909,,11
12162,127,2004,592,1150,S,1,0,0,0,100,0,0,0,0,0,0,0,13,0,0,,0
12163,127,2004,592,1127,S,16,0,0,12.5,37.5,31.25,18.75,0,0,0,0,0,18.75,72.222222,17.444444,,18
12164,127,2004,592,1121,S,52,2,0,24.074074,35.185185,20.37037,12.962963,3.703704,0,0,0,3.703704,15.5,40.740741,29.703704,,54
