flight_id,period_id,airport_id,city_id,airline_id,scheduled_charter,number_flights_matched,number_flights_cancelled,flights_more_than_15_minutes_early_percent,flights_15_minutes_early_to_1_minute_early_percent,flights_0_to_15_minutes_late_percent,flights_between_16_and_30_minutes_late_percent,flights_between_31_and_60_minutes_late_percent,flights_between_61_and_120_minutes_late_percent,flights_between_121_and_180_minutes_late_percent,flights_between_181_and_360_minutes_late_percent,flights_more_than_360_minutes_late_percent,flights_cancelled_percent,average_delay_mins,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay,flights_unmatched_percent,previous_year_month_flights_matched
28929,131,2018,794,1114,S,316,7,0.928793,16.718266,29.721362,20.123839,20.123839,9.907121,0.309598,0,0,2.167183,23.879747,29.375,40.278481,,158
28930,131,2018,825,1114,S,240,2,0.826446,23.966942,28.92562,18.595041,14.876033,10.330579,1.239669,0.413223,0,0.826446,23.891667,45.833333,29.335366,,164
28931,131,2018,826,1114,S,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.5,,4
28932,131,2018,919,1111,S,16,0,0,12.5,50,6.25,18.75,12.5,0,0,0,0,21.5,0,0,,0
28933,131,2018,578,1114,S,52,7,3.389831,11.864407,30.508475,18.644068,15.254237,5.084746,3.389831,0,0,11.864407,26.173077,34.090909,43.863636,,44
28934,131,2018,578,1164,S,117,3,5,33.333333,25.833333,16.666667,6.666667,5.833333,2.5,1.666667,0,2.5,21.888889,72.131148,10.882353,,119
28935,131,2018,578,1162,C,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,0
28936,131,2018,578,1162,S,61,0,32.786885,29.508197,24.590164,13.114754,0,0,0,0,0,0,4.557377,91.666667,7.166667,,60
28937,131,2018,579,1114,S,57,2,11.864407,15.254237,42.372881,11.864407,8.474576,1.694915,1.694915,3.389831,0,3.389831,22.894737,50,28.018519,,54
28938,131,2018,579,1162,S,32,2,11.764706,17.647059,26.470588,8.823529,2.941176,26.470588,0,0,0,5.882353,31.25,64.705882,14.852941,,34
28939,131,2018,586,1114,S,60,0,6.666667,15,33.333333,21.666667,6.666667,8.333333,5,3.333333,0,0,31.55,60,20.466667,,60
28940,131,2018,618,1249,S,60,0,23.333333,58.333333,11.666667,3.333333,1.666667,1.666667,0,0,0,0,3.566667,91.666667,8.866667,,60
28941,131,2018,618,1114,S,170,11,12.707182,13.259669,23.756906,16.022099,15.469613,11.049724,1.104972,0.552486,0,6.077348,25.676471,65.217391,16.823899,,159
28942,131,2018,618,1164,S,58,2,8.333333,38.333333,23.333333,13.333333,5,8.333333,0,0,0,3.333333,13.758621,80,13.783333,,60
28943,131,2018,618,1195,S,60,0,1.666667,46.666667,36.666667,8.333333,5,0,1.666667,0,0,0,7.9,90,9.6,,20
28944,131,2018,618,1165,S,60,0,5,33.333333,46.666667,3.333333,8.333333,3.333333,0,0,0,0,10.266667,93.103448,3,,58
28945,131,2018,618,1162,S,58,0,24.137931,27.586207,37.931034,5.172414,3.448276,0,1.724138,0,0,0,8.051724,79.62963,8.673077,,52
28946,131,2018,618,1203,S,2,0,0,50,50,0,0,0,0,0,0,0,2,0,0,,0
28947,131,2018,648,1249,S,179,1,16.111111,37.777778,21.111111,12.222222,5,3.333333,2.222222,1.111111,0.555556,0.555556,20.106145,76.470588,16.554622,,119
28948,131,2018,648,1162,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,,1
28949,131,2018,651,1249,S,236,4,21.25,44.583333,15.416667,5.416667,4.583333,3.333333,0,1.25,2.5,1.666667,29.084746,74.583333,22.113445,,238
28950,131,2018,651,1114,S,114,5,0.840336,10.92437,27.731092,18.487395,20.168067,13.445378,2.521008,0.840336,0.840336,4.201681,36.921053,53.773585,26.298077,,104
28951,131,2018,651,1243,S,1,0,0,0,0,100,0,0,0,0,0,0,24,0,0,,0
28952,131,2018,651,1165,S,162,4,13.855422,32.53012,31.927711,7.831325,7.228916,1.807229,1.204819,1.204819,0,2.409639,13.098765,79.487179,14.836207,,116
28953,131,2018,1102,1114,S,42,0,0,14.285714,47.619048,19.047619,14.285714,4.761905,0,0,0,0,16.571429,0,0,,0
28954,131,2018,665,1249,S,238,1,18.828452,47.280335,18.828452,4.60251,3.34728,3.76569,1.67364,1.25523,0,0.41841,11.264706,77.310924,15.474359,,234
28955,131,2018,665,1114,S,54,6,0,5,26.666667,21.666667,20,10,3.333333,1.666667,1.666667,10,44.555556,36,28.12,,50
28956,131,2018,669,1114,S,60,0,3.333333,20,20,26.666667,25,5,0,0,0,0,21.75,41.666667,34.5,,60
28957,131,2018,669,1165,S,120,0,8.333333,35,36.666667,9.166667,6.666667,3.333333,0,0.833333,0,0,12.858333,72.881356,15.872881,,118
28958,131,2018,670,1164,S,100,2,14.705882,40.196078,31.372549,3.921569,4.901961,1.960784,0.980392,0,0,1.960784,8.16,63.333333,13.283333,,60
28959,131,2018,724,1114,S,112,8,8.333333,25.833333,30,17.5,9.166667,2.5,0,0,0,6.666667,13.178571,57.377049,47.766667,,60
28960,131,2018,724,1165,S,114,2,6.896552,33.62069,27.586207,12.931034,12.931034,3.448276,0.862069,0,0,1.724138,13.894737,71.900826,16.5,,118
28961,131,2018,768,1114,S,60,0,5,21.666667,28.333333,18.333333,6.666667,11.666667,1.666667,6.666667,0,0,35.583333,56.666667,22.1,,60
28962,131,2018,768,1162,S,60,0,20,33.333333,26.666667,11.666667,3.333333,3.333333,1.666667,0,0,0,10.283333,83.606557,16.466667,,60
28963,131,2018,779,1249,S,175,1,23.295455,42.045455,16.477273,8.522727,3.409091,3.977273,0.568182,0,1.136364,0.568182,19.777143,73.109244,46.393162,,117
28964,131,2018,779,1114,S,176,2,11.797753,16.292135,33.146067,17.41573,12.921348,6.741573,0,0.561798,0,1.123596,18.403409,61.24031,16.457364,,129
28965,131,2018,779,1164,S,56,4,10,30,25,6.666667,8.333333,1.666667,8.333333,3.333333,0,6.666667,30.785714,0,0,,0
28966,131,2018,779,1165,S,120,0,23.333333,25.833333,29.166667,10.833333,8.333333,0,1.666667,0.833333,0,0,11.883333,77.966102,19.728814,,59
28967,131,2018,779,1162,S,178,1,14.52514,29.608939,30.167598,8.938547,8.938547,6.145251,1.117318,0,0,0.558659,13.932584,78.823529,10.35119,,168
28968,131,2018,802,1249,S,120,0,13.333333,24.166667,26.666667,9.166667,13.333333,10.833333,0.833333,0.833333,0.833333,0,29.583333,52.054795,27.958904,,73
28969,131,2018,802,1114,S,58,2,0,10,20,26.666667,16.666667,21.666667,1.666667,0,0,3.333333,35.913793,39.252336,35.672897,,107
28970,131,2018,802,1162,S,84,0,5.952381,42.857143,36.904762,9.52381,0,3.571429,1.190476,0,0,0,8.797619,73.333333,12.383333,,60
28971,131,2018,802,1203,S,2,0,0,0,0,50,0,0,50,0,0,0,76,0,0,,0
28972,131,2018,805,1249,S,1,0,0,0,0,0,100,0,0,0,0,0,44,0,0,,0
28973,131,2018,805,1164,S,60,0,18.333333,40,25,10,1.666667,3.333333,0,1.666667,0,0,9.75,76.666667,11.883333,,60
28974,131,2018,805,1162,C,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,,1
28975,131,2018,818,1114,S,54,6,5,13.333333,20,16.666667,16.666667,6.666667,5,6.666667,0,10,49.592593,35,28.25,,60
28976,131,2018,822,1114,S,30,0,10,23.333333,36.666667,20,10,0,0,0,0,0,11.566667,71.428571,13.657143,,35
28977,131,2018,823,1249,S,238,3,19.087137,46.473029,15.352697,5.809129,3.73444,5.394191,1.244813,1.244813,0.414938,1.244813,17.680672,75.103734,24.497908,,239
28978,131,2018,823,1114,S,468,11,11.273486,31.106472,30.06263,14.613779,8.350731,1.878914,0.208768,0.208768,0,2.296451,10.92094,63.953488,17.297376,,343
28979,131,2018,823,1164,S,117,3,12.5,30.833333,25.833333,5.833333,9.166667,5,4.166667,3.333333,0.833333,2.5,32.333333,63.636364,18.882353,,119
28980,131,2018,823,1195,S,120,0,10.833333,33.333333,34.166667,12.5,4.166667,2.5,1.666667,0.833333,0,0,12.133333,86.666667,5.966667,,60
28981,131,2018,823,1162,S,364,3,16.076294,35.422343,32.152589,6.53951,5.722071,2.452316,0.817439,0,0,0.817439,8.620879,77.922078,10,,228
28982,131,2018,823,1203,S,10,0,30,70,0,0,0,0,0,0,0,0,0,0,0,,0
28983,131,2018,824,1114,S,170,10,12.222222,26.111111,31.111111,17.222222,4.444444,2.777778,0.555556,0,0,5.555556,11.176471,63.69863,15.568493,,146
28984,131,2018,824,1165,S,357,7,10.714286,33.791209,29.120879,7.142857,7.692308,6.318681,1.373626,1.923077,0,1.923077,18.882353,75.786164,16.396226,,318
28985,131,2018,836,1114,S,0,0,0,0,0,0,0,0,0,0,0,0,0,48.333333,27.285714,,56
28986,131,2018,836,1162,S,94,1,13.684211,16.842105,35.789474,16.842105,6.315789,7.368421,2.105263,0,0,1.052632,17.531915,53.571429,26,,104
28987,131,2018,836,1203,S,5,0,20,0,0,0,20,40,20,0,0,0,67.2,0,0,,0
28988,131,2018,852,1249,S,120,0,21.666667,40.833333,20.833333,6.666667,8.333333,0.833333,0.833333,0,0,0,7.883333,79.508197,23.95,,120
28989,131,2018,852,1114,S,54,6,6.666667,13.333333,30,16.666667,15,6.666667,0,1.666667,0,10,24.833333,62.222222,19.088889,,45
28990,131,2018,853,1249,S,59,1,23.333333,45,13.333333,5,5,3.333333,0,0,3.333333,1.666667,43.033898,85,7.224138,,58
28991,131,2018,853,1114,S,58,2,0,8.333333,28.333333,18.333333,21.666667,11.666667,5,3.333333,0,3.333333,40.827586,41.666667,30.333333,,60
28992,131,2018,856,1114,S,49,1,10,16,34,10,16,8,2,2,0,2,26.857143,64.705882,13.147059,,34
28993,131,2018,861,1114,S,60,0,3.333333,6.666667,28.333333,20,26.666667,15,0,0,0,0,32.266667,42.857143,27.02381,,42
28994,131,2018,870,1249,S,57,3,28.333333,40,11.666667,1.666667,8.333333,3.333333,0,1.666667,0,5,12.54386,80,10.85,,60
28995,131,2018,883,1164,S,54,5,10.169492,28.813559,38.983051,6.779661,1.694915,1.694915,1.694915,1.694915,0,8.474576,16.851852,65,13.051724,,58
28996,131,2018,885,1114,S,60,0,20,26.666667,26.666667,10,8.333333,6.666667,1.666667,0,0,0,15.266667,62,20.02,,50
28997,131,2018,886,1114,S,116,3,10.084034,13.445378,35.294118,11.764706,12.605042,9.243697,1.680672,3.361345,0,2.521008,30.068966,56.31068,27.970874,,103
28998,131,2018,886,1165,S,174,4,14.044944,26.404494,35.393258,6.179775,8.988764,3.932584,1.123596,1.123596,0.561798,2.247191,18.488506,77.777778,15.648045,,179
28999,131,2018,886,1162,S,120,0,15.833333,35,30,9.166667,4.166667,4.166667,1.666667,0,0,0,11.908333,84.745763,6.336207,,116
29000,131,2018,887,1114,S,60,0,8.333333,28.333333,26.666667,23.333333,6.666667,3.333333,3.333333,0,0,0,16.9,63.333333,20.216667,,60
29001,131,2018,897,1249,S,60,0,20,58.333333,11.666667,6.666667,0,1.666667,0,1.666667,0,0,7.616667,0,0,,0
29002,131,2018,897,1114,S,116,4,5.833333,18.333333,29.166667,18.333333,20,4.166667,0.833333,0,0,3.333333,19.646552,72.641509,12.933333,,105
29003,131,2018,897,1164,S,60,0,11.666667,25,30,11.666667,1.666667,10,6.666667,3.333333,0,0,29.683333,87.037037,6.222222,,54
29004,131,2018,897,1162,S,60,0,20,28.333333,33.333333,10,1.666667,6.666667,0,0,0,0,10.35,74.418605,12.093023,,43
29005,131,2018,925,1162,S,61,0,18.032787,24.590164,29.508197,18.032787,4.918033,4.918033,0,0,0,0,12.295082,0,0,,0
29006,131,2018,965,1114,S,114,11,1.6,17.6,32,15.2,12,7.2,2.4,3.2,0,8.8,29.903509,37.234043,56.076087,,92
29007,131,2018,965,1165,S,176,3,11.173184,38.547486,24.581006,7.26257,9.497207,5.027933,1.117318,1.117318,0,1.675978,16.352273,71.929825,14.008929,,112
29008,131,2018,965,1162,S,54,0,20.37037,44.444444,25.925926,0,5.555556,3.703704,0,0,0,0,7.203704,72.093023,13.121951,,41
29009,131,2018,965,1203,S,6,0,0,50,33.333333,16.666667,0,0,0,0,0,0,6.333333,0,0,,0
29010,131,2018,557,1114,S,60,0,3.333333,21.666667,33.333333,13.333333,18.333333,10,0,0,0,0,21.516667,15.909091,43.681818,,44
29011,131,2018,556,1114,S,60,0,5,25,40,21.666667,8.333333,0,0,0,0,0,11.016667,60.465116,18.906977,,43
29012,131,2018,975,1114,S,60,0,5,25,40,21.666667,8.333333,0,0,0,0,0,11.016667,60.465116,18.906977,,43
29013,131,2018,763,1114,S,60,0,6.666667,20,31.666667,21.666667,10,8.333333,1.666667,0,0,0,20.8,53.488372,24.139535,,43
29014,131,2018,763,1162,S,60,0,8.333333,25,48.333333,8.333333,3.333333,5,0,1.666667,0,0,13.683333,88.333333,8.116667,,60
29015,131,2018,961,1251,S,240,0,2.916667,27.916667,45.416667,15,7.5,0.833333,0.416667,0,0,0,10.4,62.173913,16.295652,,230
29016,131,2018,961,1114,S,156,3,2.515723,23.899371,33.333333,15.09434,18.238994,5.031447,0,0,0,1.886792,17.903846,50.526316,21.656085,,189
29017,131,2018,627,1114,S,202,5,1.449275,22.705314,31.400966,9.178744,19.806763,10.628019,1.449275,0.966184,0,2.415459,27.173267,57.272727,22.574074,,108
29018,131,2018,627,1145,S,165,0,0,13.939394,30.909091,21.818182,21.212121,9.090909,3.030303,0,0,0,28.418182,40.588235,33.108434,,166
29019,131,2018,679,1114,S,36,0,2.777778,16.666667,44.444444,16.666667,11.111111,5.555556,0,0,2.777778,0,48.388889,43.181818,31.5,,44
29020,131,2018,1034,1114,S,10,0,10,30,50,0,10,0,0,0,0,0,4.8,75,19.4375,,16
29021,131,2018,988,1114,S,84,0,1.190476,21.428571,30.952381,21.428571,17.857143,7.142857,0,0,0,0,20.059524,52.564103,19.641026,,78
29022,131,2018,988,1252,S,10,0,0,0,80,10,10,0,0,0,0,0,14.4,50,21.25,,8
29023,131,2018,968,1114,S,49,1,4,18,38,18,20,0,0,0,0,2,15.612245,54.166667,22.083333,,72
29024,131,2018,968,1252,S,26,0,0,0,15.384615,19.230769,53.846154,7.692308,3.846154,0,0,0,41,23.076923,44.538462,,26
29025,131,2018,766,1114,S,231,2,6.008584,22.317597,37.339056,16.309013,14.16309,3.004292,0,0,0,0.858369,14.584416,52.808989,21.713483,,178
29026,131,2018,842,1114,S,10,0,10,30,60,0,0,0,0,0,0,0,5.2,75,13.8125,,16
29027,131,2018,611,1114,S,56,0,1.785714,16.071429,37.5,23.214286,8.928571,12.5,0,0,0,0,21.392857,56.896552,17.944444,,54
29028,131,2018,660,1114,S,276,22,3.355705,26.845638,27.852349,13.087248,14.765101,5.704698,1.006711,0,0,7.38255,18.833333,53.365385,21.118812,,202
29029,131,2018,660,1116,S,256,1,0.389105,34.241245,41.634241,10.505837,8.560311,3.501946,0.77821,0,0,0.389105,12.34375,69.162996,16.422222,,225
29030,131,2018,660,1253,S,14,0,0,7.142857,50,21.428571,21.428571,0,0,0,0,0,19.714286,100,1.818182,,22
29031,131,2018,721,1168,S,246,0,3.252033,28.861789,41.056911,15.04065,7.723577,3.252033,0.813008,0,0,0,13.495935,83.739837,10.020408,,245
29032,131,2018,997,1114,S,10,0,0,10,50,0,0,0,20,0,20,0,246.7,75,14.375,,8
29033,131,2018,1053,1114,S,18,0,0,11.111111,50,22.222222,16.666667,0,0,0,0,0,14,56.25,101.8125,,16
29034,131,2018,786,1114,S,124,4,3.125,27.34375,28.125,17.96875,14.84375,5.46875,0,0,0,3.125,17.032258,55.172414,21.203704,,108
29035,131,2018,797,1114,C,2,0,0,0,50,50,0,0,0,0,0,0,14,0,0,,0
29036,131,2018,797,1114,S,239,7,2.439024,15.447154,33.333333,20.731707,16.260163,8.130081,0.406504,0.406504,0,2.845528,22.736402,44.966443,27.510345,,145
29037,131,2018,827,1148,S,50,0,0,40,40,14,6,0,0,0,0,0,7.98,0,0,,0
29038,131,2018,827,1114,C,3,0,0,0,0,33.333333,0,33.333333,33.333333,0,0,0,88,0,0,,0
29039,131,2018,827,1114,S,365,18,1.305483,15.665796,32.637076,20.104439,17.493473,7.310705,0.522193,0.261097,0,4.699739,22.232877,39.097744,40.430233,,258
29040,131,2018,843,1148,S,339,5,2.325581,27.906977,38.081395,15.406977,10.755814,2.034884,1.453488,0.581395,0,1.453488,15.39233,52.287582,20.384106,,302
29041,131,2018,843,1114,C,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,,0
29042,131,2018,843,1114,S,317,21,0.295858,19.526627,26.627219,18.343195,16.272189,12.130178,0.591716,0,0,6.213018,25.432177,34.158416,36.062827,,191
29043,131,2018,943,1114,S,156,6,6.17284,24.691358,24.691358,13.580247,17.901235,7.407407,1.234568,0.617284,0,3.703704,21.769231,61.016949,25.146552,,116
29044,131,2018,605,1114,S,286,14,0.666667,19.333333,35.333333,15.333333,17,7.333333,0.333333,0,0,4.666667,20.737762,39.285714,30.297619,,168
29045,131,2018,657,1134,S,152,0,5.263158,21.052632,45.394737,14.473684,7.894737,5.921053,0,0,0,0,14.763158,58,17.697917,,96
29046,131,2018,681,1114,S,206,10,0.462963,13.425926,31.944444,18.518519,17.12963,10.648148,1.851852,0.462963,0.925926,4.62963,31.665049,49.726776,25.930636,,173
29047,131,2018,681,1134,S,220,0,0,10,41.363636,23.181818,18.181818,5.909091,1.363636,0,0,0,23.181818,64.880952,15.987952,,166
29048,131,2018,695,1114,S,237,11,0.806452,23.790323,29.435484,16.532258,14.919355,7.66129,2.016129,0.403226,0,4.435484,23.337553,44.692737,30.805714,,175
29049,131,2018,695,1149,S,612,14,0,14.85623,43.290735,20.926518,13.738019,4.632588,0.319489,0,0,2.236422,17.535948,48.007968,22.625,,480
29050,131,2018,695,1165,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,,1
29051,131,2018,717,1114,S,195,3,0.505051,13.131313,36.868687,20.707071,18.181818,7.575758,0,1.010101,0.505051,1.515152,28.384615,34.567901,28.905063,,158
29052,131,2018,717,1134,S,158,2,1.25,8.75,36.875,25,19.375,6.25,1.25,0,0,1.25,23.873418,55.357143,22.276786,,112
29053,131,2018,719,1114,S,118,0,0.847458,19.491525,30.508475,27.118644,16.949153,4.237288,0,0,0.847458,0,24.364407,76.666667,11.483333,,60
29054,131,2018,719,1134,S,1,0,0,0,0,0,0,100,0,0,0,0,114,0,0,,0
29055,131,2018,812,1114,S,274,10,0.352113,13.028169,34.859155,21.478873,15.84507,8.098592,2.816901,0,0,3.521127,26.124088,59.52381,19.896341,,164
29056,131,2018,812,1149,S,519,2,0.383877,15.547025,41.074856,20.921305,16.506718,4.798464,0.383877,0,0,0.383877,18.541426,55.909091,19.568396,,424
29057,131,2018,830,1114,S,46,1,0,27.659574,46.808511,14.893617,8.510638,0,0,0,0,2.12766,10.195652,46.153846,33.769231,,52
29058,131,2018,916,1114,S,120,2,5.737705,21.311475,40.983607,9.016393,13.114754,6.557377,0,0.819672,0.819672,1.639344,26.658333,44.444444,33.333333,,108
29059,131,2018,916,1134,S,150,2,5.921053,27.631579,40.789474,9.868421,10.526316,3.947368,0,0,0,1.315789,12.753333,64.423077,14.421569,,102
29060,131,2018,704,1114,S,126,0,3.968254,27.777778,30.15873,20.634921,13.492063,3.968254,0,0,0,0,14.34127,66.666667,15.113043,,115
29061,131,2018,577,1169,C,1,0,0,0,0,0,100,0,0,0,0,0,34,0,0,,0
29062,131,2018,577,1169,S,179,1,2.222222,22.222222,46.111111,16.666667,10.555556,1.666667,0,0,0,0.555556,12.50838,66.292135,13.258427,,178
29063,131,2018,577,1114,S,273,10,3.180212,15.90106,33.922261,20.848057,12.367491,8.833922,0.353357,0.353357,0.706714,3.533569,31.846154,40.893471,37.138408,,289
29064,131,2018,577,1254,S,0,0,0,0,0,0,0,0,0,0,0,0,0,57.692308,25.826923,,52
29065,131,2018,1003,1114,S,52,0,5.769231,23.076923,50,5.769231,11.538462,0,1.923077,1.923077,0,0,15.653846,50,19.272727,,44
29066,131,2018,1005,1114,S,138,2,0.714286,18.571429,37.142857,20.714286,14.285714,6.428571,0.714286,0,0,1.428571,19.028986,39.84375,29.195313,,128
29067,131,2018,1011,1114,S,38,0,2.631579,23.684211,47.368421,21.052632,5.263158,0,0,0,0,0,10.184211,43.75,27.53125,,64
29068,131,2018,1015,1114,S,26,0,0,26.923077,34.615385,19.230769,15.384615,3.846154,0,0,0,0,17.346154,37.5,35.375,,24
29069,131,2018,1017,1114,S,28,0,3.571429,17.857143,14.285714,25,28.571429,10.714286,0,0,0,0,29.25,41.666667,21.333333,,24
29070,131,2018,1018,1114,S,0,0,0,0,0,0,0,0,0,0,0,0,0,38.888889,23.111111,,18
29071,131,2018,1026,1114,S,88,0,6.818182,27.272727,42.045455,18.181818,5.681818,0,0,0,0,0,8.988636,54.878049,21.609756,,82
29072,131,2018,1033,1114,S,34,0,0,26.470588,41.176471,14.705882,17.647059,0,0,0,0,0,13.852941,53.125,23.875,,32
29073,131,2018,1037,1114,S,10,0,0,40,60,0,0,0,0,0,0,0,3.6,22.580645,30.483871,,31
29074,131,2018,882,1114,S,42,0,0,11.904762,45.238095,16.666667,11.904762,7.142857,2.380952,4.761905,0,0,31.785714,39.655172,47.741379,,58
29075,131,2018,1041,1114,S,76,2,1.282051,24.358974,35.897436,7.692308,15.384615,7.692308,0,2.564103,2.564103,2.564103,58.736842,51.351351,59.243243,,74
29076,131,2018,1048,1114,S,26,0,0,7.692308,34.615385,23.076923,19.230769,15.384615,0,0,0,0,28.807692,18.75,32.3125,,16
29077,131,2018,747,1114,S,38,0,5.263158,39.473684,34.210526,13.157895,7.894737,0,0,0,0,0,8.368421,68.181818,12.840909,,44
29078,131,2018,747,1174,S,120,0,6.666667,25,40,17.5,10.833333,0,0,0,0,0,11.308333,64.912281,17.575221,,113
29079,131,2018,733,1117,S,60,0,0,25,45,5,18.333333,6.666667,0,0,0,0,16.666667,0,0,,0
29080,131,2018,661,1117,S,225,9,9.401709,46.153846,29.487179,5.982906,4.273504,0.42735,0.42735,0,0,3.846154,6.088889,75.757576,12.707071,,198
29081,131,2018,678,1117,S,716,6,1.385042,25.484765,30.33241,17.036011,14.265928,9.556787,0.831025,0.277008,0,0.831025,22.582402,66.720779,16.013289,,602
29082,131,2018,678,1148,S,1,0,0,0,100,0,0,0,0,0,0,0,7,0,0,,0
29083,131,2018,678,1114,S,283,18,2.990033,19.601329,29.568106,18.272425,16.611296,6.644518,0.332226,0,0,5.980066,20.664311,55.238095,20.888158,,304
29084,131,2018,901,1117,S,168,2,6.470588,27.647059,37.058824,14.117647,13.529412,0,0,0,0,1.176471,11.357143,55.833333,21.815126,,119
29085,131,2018,616,1114,S,113,6,0,21.008403,24.369748,14.285714,21.848739,12.605042,0.840336,0,0,5.042017,27.044248,58.75,25.392405,,158
29086,131,2018,623,1114,S,42,0,11.904762,16.666667,35.714286,14.285714,7.142857,11.904762,2.380952,0,0,0,21.595238,39.473684,30.184211,,38
29087,131,2018,644,1114,S,0,0,0,0,0,0,0,0,0,0,0,0,0,41.176471,26.647059,,34
29088,131,2018,694,1114,S,39,0,0,15.384615,48.717949,20.512821,12.820513,0,2.564103,0,0,0,15.615385,0,0,,0
29089,131,2018,803,1250,S,140,0,1.428571,25.714286,38.571429,15,12.142857,7.142857,0,0,0,0,17.007143,69.491525,11.432203,,118
29090,131,2018,803,1114,S,239,7,1.219512,19.105691,30.487805,18.292683,15.04065,11.788618,1.219512,0,0,2.845528,25.523013,46,28.194332,,247
29091,131,2018,804,1114,S,207,8,2.325581,13.488372,24.186047,15.813953,23.72093,13.953488,2.790698,0,0,3.72093,31.666667,39.0625,32.73913,,184
29092,131,2018,817,1114,S,157,3,0.625,11.25,22.5,26.25,24.375,11.875,1.25,0,0,1.875,30.184713,42.696629,30.994382,,178
29093,131,2018,1031,1114,S,46,0,6.521739,23.913043,41.304348,15.217391,13.043478,0,0,0,0,0,11.413043,34.848485,49.272727,,66
29094,131,2018,840,1114,S,34,0,8.823529,23.529412,26.470588,26.470588,8.823529,0,0,5.882353,0,0,22.705882,62.5,14.791667,,24
29095,131,2018,850,1114,S,26,0,0,19.230769,26.923077,19.230769,23.076923,3.846154,7.692308,0,0,0,28.538462,47.619048,60.261905,,42
29096,131,2018,855,1114,S,126,2,0,14.84375,29.6875,19.53125,18.75,8.59375,3.125,2.34375,1.5625,1.5625,41.087302,38.666667,33.533784,,148
29097,131,2018,877,1250,S,60,0,5,28.333333,25,28.333333,11.666667,1.666667,0,0,0,0,13.633333,61.666667,16.058333,,120
29098,131,2018,877,1114,S,388,19,3.439803,16.953317,34.398034,16.953317,15.970516,6.633907,0.982801,0,0,4.668305,21.126289,54.848485,21.679878,,328
29099,131,2018,959,1114,S,214,3,3.225806,13.824885,35.9447,16.589862,17.050691,11.059908,0.460829,0.460829,0,1.382488,24.672897,52.358491,28.15534,,206
29100,131,2018,864,1114,S,0,0,0,0,0,0,0,0,0,0,0,0,0,25,19.5,,4
29101,131,2018,783,1114,S,80,4,4.761905,17.857143,41.666667,10.714286,10.714286,9.52381,0,0,0,4.761905,17.75,88.636364,8.477273,,44
29102,131,2018,793,1198,S,130,0,2.307692,12.307692,36.923077,24.615385,19.230769,4.615385,0,0,0,0,19.692308,57.8125,23.078125,,128
29103,131,2018,568,1114,S,446,20,0.214592,14.806867,30.257511,21.67382,17.381974,10.729614,0.429185,0.214592,0,4.291845,24.899103,44.931507,27.08427,,356
29104,131,2018,568,1124,S,0,0,0,0,0,0,0,0,0,0,0,0,0,62.745098,21.544554,,101
29105,131,2018,568,1118,S,458,12,6.382979,30.638298,33.191489,13.617021,10,2.340426,1.06383,0.212766,0,2.553191,13.340611,58.432304,19.950495,,404
29106,131,2018,603,1120,S,0,0,0,0,0,0,0,0,0,0,0,0,0,65.753425,16.136986,,73
29107,131,2018,837,1114,S,157,4,5.590062,19.875776,26.708075,17.391304,22.360248,3.726708,1.242236,0.621118,0,2.484472,21.579618,67.44186,13.651163,,86
29108,131,2018,837,1116,S,266,4,0.740741,25.555556,46.296296,12.222222,11.481481,1.851852,0.37037,0,0,1.481481,12.454887,80,16.648276,,145
29109,131,2018,837,1253,S,1,0,0,100,0,0,0,0,0,0,0,0,0,90.384615,5.480769,,52
29110,131,2018,913,1116,S,50,0,4,34,38,12,8,4,0,0,0,0,11.2,77.142857,8.257143,,35
29111,131,2018,692,1114,S,110,5,2.608696,17.391304,35.652174,11.304348,17.391304,8.695652,0.869565,0,1.73913,4.347826,41.609091,46.103896,26.171053,,152
29112,131,2018,774,1177,S,374,2,1.06383,15.691489,36.170213,18.351064,20.212766,6.914894,0.265957,0.797872,0,0.531915,23.008021,42.465753,26.722222,,360
29113,131,2018,774,1114,S,233,10,1.234568,14.403292,32.098765,21.8107,15.63786,9.876543,0.823045,0,0,4.115226,23.991416,41.322314,28.866109,,239
29114,131,2018,832,1114,S,82,4,5.813953,20.930233,29.069767,19.767442,12.790698,6.976744,0,0,0,4.651163,18.231707,54.477612,23.134328,,134
29115,131,2018,580,1114,S,2,0,0,0,100,0,0,0,0,0,0,0,7.5,50,13.5,,2
29116,131,2018,698,1114,S,50,0,14,28,34,8,8,4,4,0,0,0,16.48,76.666667,14.366667,,60
29117,131,2018,600,1256,S,78,0,2.564103,19.230769,37.179487,17.948718,21.794872,0,1.282051,0,0,0,18.064103,55,41.116667,,60
29118,131,2018,776,1114,S,50,1,0,7.843137,45.098039,21.568627,17.647059,5.882353,0,0,0,1.960784,19.64,26.315789,35.684211,,38
29119,131,2018,592,1114,S,410,13,2.600473,17.257683,29.078014,18.676123,20.567376,7.328605,0.945626,0.472813,0,3.073286,23.602439,36.871508,38.282857,,350
